"time,servertime,latitude,longitude,""HDT - Heading True"",""SOG - Speed over Ground"",""COG - Course over Ground"",Heel,""Trim Fore / Aft"",""GPS Satellites"",""GPS HAcc"",""Battery Charge"",""Battery 1 Voltage"",""Battery 1 Current"",""Battery 1 Temperature"""
"2024-06-15 12:39:19.599,""2024-06-15 12:39:19.925"",47.673049,8.979266,309.09,1.702089,300.73,-4.68,4.53,16,0.5186,60,3.863,-0.345,-238.1"
"2024-06-15 12:39:20.599,""2024-06-15 12:39:21.023"",47.673055,8.979247,307,1.669431,295.07,-9.24,4.98,16,0.5146,60,3.863,-0.3428,-238.1"
"2024-06-15 12:39:21.599,""2024-06-15 12:39:22.113"",47.673061,8.979228,306.3,1.675089,295.42,-10.95,5.86,16,0.5107,60,3.863,-0.3418,-238.1"
"2024-06-15 12:39:22.599,""2024-06-15 12:39:23.133"",47.673067,8.979212,308.55,1.56013,300.36,-11.23,5.61,16,0.5059,60,3.863,-0.3428,-238.1"
"2024-06-15 12:39:23.499,""2024-06-15 12:39:23.89"",47.673074,8.979197,310.18,1.46087,302.06,-11.11,5.77,16,0.5039,60,3.863,-0.3418,-238.1"
"2024-06-15 12:39:24.599,""2024-06-15 12:39:24.879"",47.673083,8.979182,313.59,1.448377,307.66,-9.02,5.92,16,0.5029,60,3.863,-0.3408,-238.1"
"2024-06-15 12:39:25.599,""2024-06-15 12:39:25.976"",47.673091,8.979169,314.7,1.365393,310.13,-4.81,5.03,16,0.5049,60,3.863,-0.3408,-238.1"
"2024-06-15 12:39:26.599,""2024-06-15 12:39:26.988"",47.673098,8.979155,315.27,1.305416,313.56,-3.61,5.35,16,0.5088,60,3.863,-0.3408,-238.1"
"2024-06-15 12:39:27.599,""2024-06-15 12:39:27.864"",47.673106,8.979141,315.7,1.31954,309.18,-3.44,5.24,16,0.5107,60,3.863,-0.3398,-238.1"
"2024-06-15 12:39:28.599,""2024-06-15 12:39:29.081"",47.673115,8.979127,317.39,1.378923,310.45,-2.89,4.77,16,0.5117,60,3.863,-0.3398,-238.1"
"2024-06-15 12:39:29.599,""2024-06-15 12:39:30.063"",47.673123,8.979113,318.71,1.442869,312.88,-0.35,4.48,16,0.5127,60,3.863,-0.3398,-238.1"
"2024-06-15 12:39:30.599,""2024-06-15 12:39:31.019"",47.673132,8.979097,319.05,1.491921,311.99,-0.74,5.3,16,0.5166,60,3.863,-0.3389,-238.1"
"2024-06-15 12:39:31.599,""2024-06-15 12:39:31.908"",47.673139,8.979081,314.5,1.411947,305.35,-8.23,5.98,16,0.5166,60,3.863,-0.3379,-238.1"
"2024-06-15 12:39:32.599,""2024-06-15 12:39:33.109"",47.673145,8.979065,312.2,1.467793,301.17,-9.36,6.19,16,0.5146,60,3.863,-0.3379,-238.1"
"2024-06-15 12:39:33.599,""2024-06-15 12:39:34.015"",47.673153,8.979052,314.24,1.393234,305.78,-8.04,5.5,16,0.5156,60,3.863,-0.3369,-238.1"
"2024-06-15 12:39:34.599,""2024-06-15 12:39:34.986"",47.673161,8.979038,314.35,1.318285,311.29,-5.79,4.92,16,0.5166,60,3.863,-0.345,-238.1"
"2024-06-15 12:39:35.599,""2024-06-15 12:39:35.942"",47.673169,8.979024,313.98,1.368959,309.49,-1.14,4.72,16,0.5195,60,3.863,-0.344,-238.1"
"2024-06-15 12:39:36.599,""2024-06-15 12:39:37.006"",47.673177,8.979012,315.2,1.322922,312.44,5.19,4.07,16,0.5239,60,3.863,-0.3428,-238.1"
"2024-06-15 12:39:37.599,""2024-06-15 12:39:38.022"",47.673184,8.978999,314.58,1.276702,313,4.59,3.81,16,0.5278,60,3.863,-0.3418,-238.1"
"2024-06-15 12:39:38.599,""2024-06-15 12:39:38.873"",47.673191,8.978985,312.15,1.295594,304.78,5.35,5.13,16,0.5298,60,3.863,-0.3389,-238.1"
"2024-06-15 12:39:39.599,""2024-06-15 12:39:39.876"",47.673197,8.978970,310.34,1.291385,306.43,-1.74,4.42,16,0.5317,60,3.863,-0.3379,-238.1"
"2024-06-15 12:39:40.599,""2024-06-15 12:39:40.94"",47.673204,8.978956,312.63,1.334425,303.52,-2.55,4.81,16,0.5317,60,3.863,-0.3369,-238.1"
"2024-06-15 12:39:41.599,""2024-06-15 12:39:42.044"",47.673211,8.978941,310.63,1.367666,304.44,-0.42,4.22,16,0.5288,60,3.863,-0.3418,-238.1"
"2024-06-15 12:39:42.599,""2024-06-15 12:39:42.804"",47.673218,8.978928,311.7,1.338272,306.49,1.45,3.99,16,0.5269,60,3.863,-0.3408,-238.1"
"2024-06-15 12:39:43.599,""2024-06-15 12:39:43.86"",47.673224,8.978914,312.7,1.269514,306.74,-0.29,4.22,16,0.5259,60,3.863,-0.3459,-238.1"
"2024-06-15 12:39:44.599,""2024-06-15 12:39:44.849"",47.673230,8.978900,312.66,1.301096,302.09,-2.43,5.05,16,0.5239,60,3.863,-0.345,-238.1"
"2024-06-15 12:39:45.599,""2024-06-15 12:39:46.102"",47.673237,8.978886,312.39,1.292941,303.95,-2.03,4.68,16,0.5176,60,3.863,-0.3499,-238.1"
"2024-06-15 12:39:46.599,""2024-06-15 12:39:46.917"",47.673244,8.978873,313.35,1.28551,308.06,2.12,5.36,16,0.5166,60,3.863,-0.3479,-238.1"
"2024-06-15 12:39:47.599,""2024-06-15 12:39:48.06"",47.673250,8.978859,311.25,1.247186,304.8,-0.22,4.93,16,0.5146,60,3.863,-0.3459,-238.1"
"2024-06-15 12:39:48.599,""2024-06-15 12:39:48.896"",47.673257,8.978845,312.24,1.219917,304.53,-1.57,4.81,16,0.5117,60,3.863,-0.344,-238.1"
"2024-06-15 12:39:49.599,""2024-06-15 12:39:50.058"",47.673264,8.978833,314.03,1.25628,307.52,1.15,4.56,16,0.5117,60,3.863,-0.3418,-238.1"
"2024-06-15 12:39:50.599,""2024-06-15 12:39:51.086"",47.673272,8.978821,318.58,1.278244,314.78,0.11,5.14,16,0.5156,60,3.863,-0.3408,-238.1"
"2024-06-15 12:39:51.599,""2024-06-15 12:39:52.125"",47.673279,8.978807,316.61,1.233827,307.02,-5.64,5.47,16,0.5156,60,3.863,-0.3379,-238.1"
"2024-06-15 12:39:52.599,""2024-06-15 12:39:52.945"",47.673286,8.978792,313.19,1.33698,305.82,-7.15,6.13,16,0.5146,60,3.863,-0.344,-238.1"
"2024-06-15 12:39:53.599,""2024-06-15 12:39:54.044"",47.673293,8.978778,313.43,1.344279,305.98,-9.82,6.5,16,0.5137,60,3.863,-0.3528,-238.1"
"2024-06-15 12:39:54.599,""2024-06-15 12:39:54.833"",47.673300,8.978765,314.89,1.239598,307.96,-11.05,6.04,16,0.5127,60,3.863,-0.3538,-238.1"
"2024-06-15 12:39:55.599,""2024-06-15 12:39:55.841"",47.673307,8.978754,317.08,1.216178,310.07,-11.79,6.59,16,0.5137,60,3.863,-0.3508,-238.1"
"2024-06-15 12:39:56.599,""2024-06-15 12:39:56.892"",47.673314,8.978742,317.27,1.174645,315.47,-16.17,7.44,16,0.5117,60,3.863,-0.3508,-238.1"
"2024-06-15 12:39:57.599,""2024-06-15 12:39:57.86"",47.673319,8.978728,312.74,1.205666,306.91,-20.86,7.43,16,0.5078,60,3.863,-0.3508,-238.1"
"2024-06-15 12:39:58.599,""2024-06-15 12:39:58.908"",47.673324,8.978717,308.58,1.098634,302.39,-21.56,6.8,16,0.5039,60,3.863,-0.3489,-238.1"
"2024-06-15 12:39:59.599,""2024-06-15 12:40:00.025"",47.673328,8.978707,304.18,0.9397534,301.52,-23.38,7.21,16,0.5,60,3.863,-0.3538,-238.1"
"2024-06-15 12:40:00.599,""2024-06-15 12:40:01.022"",47.673330,8.978698,300.43,0.8019418,295.54,-25.16,7.2,16,0.4958,60,3.863,-0.3518,-238.1"
"2024-06-15 12:40:01.599,""2024-06-15 12:40:01.866"",47.673331,8.978691,301.36,0.6494722,292.49,-25.9,5.92,16,0.4919,60,3.863,-0.3508,-238.1"
"2024-06-15 12:40:02.599,""2024-06-15 12:40:02.956"",47.673333,8.978687,299.76,0.5197291,293.56,-26.49,7.11,16,0.4888,60,3.863,-0.3538,-238.1"
"2024-06-15 12:40:03.599,""2024-06-15 12:40:03.813"",47.673335,8.978683,296.72,0.3886066,297.08,-24.24,8.51,16,0.4839,60,3.863,-0.3518,-238.1"
"2024-06-15 12:40:04.499,""2024-06-15 12:40:04.875"",47.673335,8.978681,293.43,0.3094104,293.97,-27.81,7.02,16,0.48,60,3.863,-0.356,-238.1"
"2024-06-15 12:40:05.599,""2024-06-15 12:40:05.854"",47.673336,8.978679,291.06,0.222177,291.26,-26.53,7.59,16,0.4768,60,3.863,-0.3538,-238.1"
"2024-06-15 12:40:06.599,""2024-06-15 12:40:06.872"",47.673337,8.978679,288.93,0.1322091,289.13,-19.73,9.04,16,0.4729,60,3.863,-0.3579,-238.1"
"2024-06-15 12:40:07.599,""2024-06-15 12:40:07.916"",47.673337,8.978679,286.6,0.14462,286.88,-23.93,7.14,16,0.4678,60,3.863,-0.355,-238.1"
"2024-06-15 12:40:08.599,""2024-06-15 12:40:09.013"",47.673337,8.978679,284.71,0.06227829,284.84,-18.18,8.19,16,0.4648,60,3.863,-0.3528,-238.1"
"2024-06-15 12:40:09.599,""2024-06-15 12:40:10.232"",47.673337,8.978680,281.93,0.1157647,282.28,-17.83,8.83,16,0.4639,60,3.863,-0.3508,-238.1"
"2024-06-15 12:40:10.599,""2024-06-15 12:40:10.892"",47.673337,8.978683,279.24,0.1714374,279.5,-13.79,7.05,16,0.4619,60,3.863,-0.3489,-238.1"
"2024-06-15 12:40:11.599,""2024-06-15 12:40:11.835"",47.673337,8.978685,276.85,0.1426286,277.06,-1.24,7.49,15,0.4609,60,3.863,-0.3479,-238.1"
"2024-06-15 12:40:12.599,""2024-06-15 12:40:12.84"",47.673338,8.978687,275.02,0.2424227,275.19,21.28,2.59,16,0.459,60,3.863,-0.3569,-238.1"
"2024-06-15 12:40:13.599,""2024-06-15 12:40:13.875"",47.673340,8.978689,274.88,0.1802742,274.75,25.49,1.04,16,0.459,60,3.863,-0.3569,-238.1"
"2024-06-15 12:40:14.599,""2024-06-15 12:40:14.984"",47.673342,8.978694,276.39,0.3196737,276.2,24.35,1.2,16,0.46,60,3.863,-0.3538,-238.1"
"2024-06-15 12:40:15.599,""2024-06-15 12:40:15.884"",47.673345,8.978696,279,0.4414673,278.72,24.64,1.82,16,0.46,60,3.863,-0.3518,-238.1"
"2024-06-15 12:40:16.599,""2024-06-15 12:40:17.043"",47.673347,8.978700,282.92,0.3023506,282.43,20.64,3.66,16,0.4609,60,3.863,-0.3508,-238.1"
"2024-06-15 12:40:17.599,""2024-06-15 12:40:18.034"",47.673349,8.978703,286.16,0.4103501,285.88,21.25,2.91,16,0.4639,60,3.863,-0.3499,-238.1"
"2024-06-15 12:40:18.599,""2024-06-15 12:40:19.002"",47.673351,8.978706,290.15,0.2866235,289.78,14.94,5.76,16,0.4639,60,3.863,-0.3489,-238.1"
"2024-06-15 12:40:19.599,""2024-06-15 12:40:19.96"",47.673352,8.978711,290.42,0.2888162,290.49,14.36,6.05,16,0.4639,60,3.863,-0.3479,-238.1"
"2024-06-15 12:40:20.599,""2024-06-15 12:40:21.044"",47.673352,8.978716,290.97,0.3675689,290.89,13.16,5.44,16,0.4629,60,3.863,-0.3508,-238.1"
"2024-06-15 12:40:21.599,""2024-06-15 12:40:21.874"",47.673352,8.978722,289.91,0.3897215,290.04,14.4,5.19,16,0.4629,60,3.863,-0.3508,-238.1"
"2024-06-15 12:40:22.599,""2024-06-15 12:40:22.898"",47.673352,8.978728,288.3,0.5181835,90.41,10.77,5.22,16,0.4609,60,3.863,-0.3489,-238.1"
"2024-06-15 12:40:23.599,""2024-06-15 12:40:23.915"",47.673353,8.978735,287.3,0.5270023,95.63,5.88,5.37,16,0.4609,60,3.863,-0.3489,-238.1"
"2024-06-15 12:40:24.599,""2024-06-15 12:40:24.804"",47.673353,8.978742,285.53,0.5696895,93.19,-7.91,7.19,16,0.4609,60,3.863,-0.3459,-238.1"
"2024-06-15 12:40:25.599,""2024-06-15 12:40:25.8"",47.673351,8.978748,283.31,0.4565439,283.32,-25.62,8.37,16,0.4568,60,3.863,-0.3479,-238.1"
"2024-06-15 12:40:26.599,""2024-06-15 12:40:26.83"",47.673351,8.978755,280.06,0.5078093,280.53,-24.31,8.99,16,0.4539,60,3.863,-0.3459,-238.1"
"2024-06-15 12:40:27.599,""2024-06-15 12:40:28.174"",47.673350,8.978762,276.5,0.5014376,276.84,-24.01,8.13,16,0.4529,60,3.863,-0.345,-238.1"
"2024-06-15 12:40:28.599,""2024-06-15 12:40:28.801"",47.673351,8.978768,273.91,0.4886492,274.01,-23.14,9.09,16,0.4539,60,3.863,-0.345,-238.1"
"2024-06-15 12:40:29.599,""2024-06-15 12:40:30.044"",47.673351,8.978776,273.91,0.5300424,82.32,-26.05,8.49,16,0.4539,60,3.863,-0.3428,-238.1"
"2024-06-15 12:40:30.599,""2024-06-15 12:40:30.921"",47.673350,8.978784,272.81,0.5559906,94.73,-24.68,7.86,16,0.4548,60,3.863,-0.3418,-238.1"
"2024-06-15 12:40:31.599,""2024-06-15 12:40:31.825"",47.673350,8.978792,271.05,0.6033576,89.29,-22.38,8.48,16,0.4568,60,3.863,-0.3408,-238.1"
"2024-06-15 12:40:32.599,""2024-06-15 12:40:32.882"",47.673350,8.978800,269.94,0.6125185,86.54,-21.7,8.89,16,0.4578,60,3.863,-0.3398,-238.1"
"2024-06-15 12:40:33.599,""2024-06-15 12:40:33.833"",47.673350,8.978809,269.21,0.6217729,87.18,-20.59,8.77,16,0.459,60,3.863,-0.3428,-238.1"
"2024-06-15 12:40:34.599,""2024-06-15 12:40:34.982"",47.673351,8.978818,267.42,0.6971507,83.38,-16.38,9.05,16,0.46,60,3.863,-0.3418,-238.1"
"2024-06-15 12:40:35.599,""2024-06-15 12:40:35.957"",47.673352,8.978827,266.61,0.6358736,78.63,-16.74,8.86,16,0.46,60,3.863,-0.3408,-238.1"
"2024-06-15 12:40:36.599,""2024-06-15 12:40:36.951"",47.673353,8.978837,261.14,0.7480114,79.52,-15.38,8.6,16,0.4578,60,3.863,-0.3408,-238.1"
"2024-06-15 12:40:37.599,""2024-06-15 12:40:37.813"",47.673356,8.978848,255.18,0.7496879,75.49,-14.11,9.58,16,0.4568,60,3.863,-0.3398,-238.1"
"2024-06-15 12:40:38.599,""2024-06-15 12:40:39.053"",47.673359,8.978858,248.38,0.8434719,68.4,-9.36,9.87,16,0.4568,60,3.863,-0.3398,-238.1"
"2024-06-15 12:40:39.599,""2024-06-15 12:40:39.838"",47.673363,8.978867,241.39,0.7751983,60.18,-4.45,12.16,16,0.4548,60,3.863,-0.3389,-238.1"
"2024-06-15 12:40:40.599,""2024-06-15 12:40:40.86"",47.673367,8.978875,235.72,0.8753669,54.34,-0.78,12.18,16,0.4539,60,3.863,-0.3369,-238.1"
"2024-06-15 12:40:41.599,""2024-06-15 12:40:42.115"",47.673372,8.978881,231.66,0.6940175,51.46,8.08,12.18,16,0.4519,60,3.863,-0.335,-238.1"
"2024-06-15 12:40:42.599,""2024-06-15 12:40:42.974"",47.673376,8.978886,231.87,0.66236,38.94,17.56,6.45,16,0.4509,60,3.863,-0.3359,-238.1"
"2024-06-15 12:40:43.599,""2024-06-15 12:40:43.989"",47.673380,8.978892,232.97,0.5781882,39.11,21.67,1.81,16,0.449,60,3.863,-0.335,-238.1"
"2024-06-15 12:40:44.599,""2024-06-15 12:40:44.874"",47.673384,8.978898,233.26,0.5740297,46.83,23.26,1.22,16,0.449,60,3.863,-0.334,-238.1"
"2024-06-15 12:40:45.499,""2024-06-15 12:40:45.842"",47.673386,8.978903,234.17,0.6084886,48.21,20.83,3.98,16,0.449,60,3.863,-0.3328,-238.1"
"2024-06-15 12:40:46.599,""2024-06-15 12:40:46.889"",47.673391,8.978910,233.82,0.6155435,53.13,18.84,4.12,16,0.448,60,3.863,-0.334,-238.1"
"2024-06-15 12:40:47.599,""2024-06-15 12:40:47.82"",47.673394,8.978917,235.81,0.6715454,54.2,18.82,4.82,16,0.4468,60,3.863,-0.335,-238.1"
"2024-06-15 12:40:48.599,""2024-06-15 12:40:49.001"",47.673397,8.978923,238.32,0.6184433,52.92,16.11,5.91,16,0.4468,60,3.863,-0.3328,-238.1"
"2024-06-15 12:40:49.599,""2024-06-15 12:40:49.86"",47.673401,8.978929,240.88,0.6251146,61.18,16.49,4.89,16,0.4458,60,3.863,-0.3318,-238.1"
"2024-06-15 12:40:50.599,""2024-06-15 12:40:50.975"",47.673402,8.978937,243,0.614705,56.65,9.57,7.66,16,0.4458,60,3.863,-0.3389,-238.1"
"2024-06-15 12:40:51.599,""2024-06-15 12:40:52.044"",47.673405,8.978943,241.1,0.5633119,67.19,8.26,6.14,16,0.4458,60,3.863,-0.3379,-238.1"
"2024-06-15 12:40:52.599,""2024-06-15 12:40:52.833"",47.673406,8.978951,239.28,0.5625734,67.47,-8.43,7.34,16,0.4458,60,3.863,-0.3359,-238.1"
"2024-06-15 12:40:53.599,""2024-06-15 12:40:54.019"",47.673407,8.978959,233.81,0.6357915,81.11,-26.66,8.75,16,0.4458,60,3.863,-0.335,-238.1"
"2024-06-15 12:40:54.599,""2024-06-15 12:40:55.006"",47.673407,8.978967,230.25,0.5793519,83.15,-27.73,10.46,16,0.4468,60,3.863,-0.334,-238.1"
"2024-06-15 12:40:55.599,""2024-06-15 12:40:55.948"",47.673410,8.978974,227.65,0.5237551,70.03,-24.6,12.47,16,0.4468,60,3.863,-0.3328,-238.1"
"2024-06-15 12:40:56.599,""2024-06-15 12:40:56.814"",47.673411,8.978981,226.62,0.5442597,62.4,-22.58,11.72,16,0.4468,60,3.863,-0.3359,-238.1"
"2024-06-15 12:40:57.599,""2024-06-15 12:40:57.862"",47.673412,8.978985,225.84,0.3078847,225.91,-17.15,12.2,16,0.4468,60,3.863,-0.335,-238.1"
"2024-06-15 12:40:58.599,""2024-06-15 12:40:58.985"",47.673413,8.978991,224.9,0.3640628,225.06,-13.6,10.38,16,0.4458,60,3.863,-0.334,-238.1"
"2024-06-15 12:40:59.599,""2024-06-15 12:40:59.896"",47.673413,8.978994,222,0.3120467,222.36,-13.09,11.62,16,0.449,60,3.863,-0.3318,-238.1"
"2024-06-15 12:41:00.599,""2024-06-15 12:41:00.804"",47.673413,8.979000,218.36,0.4251776,218.67,-22,8.86,16,0.4519,60,3.863,-0.3369,-238.1"
"2024-06-15 12:41:01.599,""2024-06-15 12:41:01.871"",47.673413,8.979005,216.14,0.3912977,216.35,-21.74,9.27,16,0.4519,60,3.863,-0.3369,-238.1"
"2024-06-15 12:41:02.599,""2024-06-15 12:41:03.043"",47.673413,8.979008,214.21,0.3345401,214.27,-22.6,9.73,16,0.4558,60,3.863,-0.3359,-238.1"
"2024-06-15 12:41:03.599,""2024-06-15 12:41:04.055"",47.673412,8.979012,214.82,0.3281241,214.69,-22.36,7.79,16,0.46,60,3.863,-0.335,-238.1"
"2024-06-15 12:41:04.599,""2024-06-15 12:41:04.894"",47.673410,8.979013,217.94,0.2398107,217.7,-21.6,9.55,16,0.4639,60,3.863,-0.334,-238.1"
"2024-06-15 12:41:05.599,""2024-06-15 12:41:05.874"",47.673409,8.979014,220.1,0.2002307,219.78,-18.28,9.4,16,0.4678,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:06.599,""2024-06-15 12:41:06.9"",47.673407,8.979013,223.11,0.215421,222.75,-12.61,8.72,16,0.4678,60,3.861,-0.3359,-238.1"
"2024-06-15 12:41:07.599,""2024-06-15 12:41:07.897"",47.673404,8.979012,227.5,0.2966789,227.13,-14.73,8.58,16,0.4678,60,3.861,-0.3408,-238.1"
"2024-06-15 12:41:08.599,""2024-06-15 12:41:08.936"",47.673401,8.979011,230.07,0.3820713,229.96,-16.1,9.91,16,0.4709,60,3.861,-0.3408,-238.1"
"2024-06-15 12:41:09.599,""2024-06-15 12:41:10.031"",47.673398,8.979010,229.08,0.3407874,229.36,-17.59,8.16,16,0.4729,60,3.861,-0.3389,-238.1"
"2024-06-15 12:41:10.599,""2024-06-15 12:41:10.847"",47.673395,8.979008,226.91,0.3721447,227.07,-14.38,8.19,16,0.4739,60,3.861,-0.3379,-238.1"
"2024-06-15 12:41:11.599,""2024-06-15 12:41:12.115"",47.673391,8.979006,225.63,0.4009741,225.8,-10.39,6.62,16,0.4729,60,3.861,-0.3379,-238.1"
"2024-06-15 12:41:12.599,""2024-06-15 12:41:12.881"",47.673386,8.979004,223.25,0.5319955,202.91,-8.16,6.86,16,0.4719,60,3.861,-0.3389,-238.1"
"2024-06-15 12:41:13.599,""2024-06-15 12:41:13.839"",47.673379,8.979001,219.3,0.7046536,198.8,-4.88,7.17,16,0.4709,60,3.861,-0.3369,-238.1"
"2024-06-15 12:41:14.599,""2024-06-15 12:41:14.956"",47.673371,8.978997,214.08,0.8400202,198.4,-1.78,7.25,16,0.47,60,3.861,-0.3369,-238.1"
"2024-06-15 12:41:15.599,""2024-06-15 12:41:15.833"",47.673361,8.978994,209.57,1.038502,193.13,-1.02,6.21,16,0.4658,60,3.861,-0.3359,-238.1"
"2024-06-15 12:41:16.599,""2024-06-15 12:41:16.851"",47.673349,8.978992,202.88,1.242943,188.9,-5.46,7.41,16,0.4629,60,3.861,-0.3359,-238.1"
"2024-06-15 12:41:17.599,""2024-06-15 12:41:18.015"",47.673337,8.978992,198,1.356223,182.57,-10.43,7.6,16,0.4609,60,3.863,-0.335,-238.1"
"2024-06-15 12:41:18.599,""2024-06-15 12:41:18.884"",47.673324,8.978993,194.63,1.403072,179.08,-15.89,7.11,16,0.46,60,3.863,-0.335,-238.1"
"2024-06-15 12:41:19.599,""2024-06-15 12:41:19.936"",47.673310,8.978991,192.8,1.445353,179.75,-14.19,6.87,16,0.4568,60,3.863,-0.334,-238.1"
"2024-06-15 12:41:20.599,""2024-06-15 12:41:20.995"",47.673295,8.978992,190.56,1.677661,180.26,-10.34,7,16,0.4548,60,3.863,-0.334,-238.1"
"2024-06-15 12:41:21.599,""2024-06-15 12:41:21.982"",47.673281,8.978992,188.4,1.61516,177.61,-1.63,4.39,16,0.4539,60,3.863,-0.334,-238.1"
"2024-06-15 12:41:22.599,""2024-06-15 12:41:22.801"",47.673266,8.978993,186.14,1.669781,178.2,2.8,4.17,16,0.4519,60,3.863,-0.334,-238.1"
"2024-06-15 12:41:23.599,""2024-06-15 12:41:23.872"",47.673252,8.978995,184.88,1.647541,176.67,0.69,5.42,16,0.45,60,3.863,-0.334,-238.1"
"2024-06-15 12:41:24.599,""2024-06-15 12:41:24.989"",47.673241,8.978997,184.83,1.362844,171.22,-6.46,6.28,16,0.448,60,3.863,-0.3328,-238.1"
"2024-06-15 12:41:25.599,""2024-06-15 12:41:25.892"",47.673231,8.979002,182.92,1.261878,168.43,-16.38,6.55,16,0.4509,60,3.863,-0.3318,-238.1"
"2024-06-15 12:41:26.499,""2024-06-15 12:41:26.901"",47.673222,8.979004,180.04,1.11035,162.92,-19.98,6.99,16,0.4509,60,3.863,-0.3318,-239.1"
"2024-06-15 12:41:27.599,""2024-06-15 12:41:28.029"",47.673212,8.979009,177.7,1.088066,164.47,-19.18,6.72,16,0.4529,60,3.863,-0.3359,-238.1"
"2024-06-15 12:41:28.599,""2024-06-15 12:41:28.827"",47.673203,8.979012,175.81,1.049397,163.11,-16.45,7.67,16,0.4539,60,3.861,-0.3379,-238.1"
"2024-06-15 12:41:29.599,""2024-06-15 12:41:29.879"",47.673193,8.979013,180.2,1.067737,168.21,-13.11,7.31,16,0.4548,60,3.861,-0.3418,-238.1"
"2024-06-15 12:41:30.599,""2024-06-15 12:41:30.975"",47.673184,8.979014,185.89,1.057843,175.54,-8.39,6.25,16,0.4548,60,3.861,-0.3398,-238.1"
"2024-06-15 12:41:31.599,""2024-06-15 12:41:31.991"",47.673173,8.979015,186.97,1.092402,175.96,2.57,4.93,16,0.4548,60,3.861,-0.3398,-238.1"
"2024-06-15 12:41:32.599,""2024-06-15 12:41:32.933"",47.673162,8.979016,182.26,1.253276,177.46,13.62,4.39,16,0.4519,60,3.861,-0.3379,-238.1"
"2024-06-15 12:41:33.599,""2024-06-15 12:41:33.867"",47.673153,8.979015,182.65,1.161775,177.15,19.44,2.97,16,0.449,60,3.861,-0.3369,-238.1"
"2024-06-15 12:41:34.599,""2024-06-15 12:41:34.937"",47.673145,8.979014,188.19,1.010957,182.22,19.53,2.33,16,0.4468,60,3.861,-0.3369,-238.1"
"2024-06-15 12:41:35.599,""2024-06-15 12:41:36.076"",47.673137,8.979014,193.69,0.9147348,181.94,19.45,2.54,16,0.4468,60,3.861,-0.3369,-238.1"
"2024-06-15 12:41:36.599,""2024-06-15 12:41:36.907"",47.673128,8.979014,192.55,0.9177604,177.27,19.42,2.78,16,0.4448,60,3.861,-0.3359,-238.1"
"2024-06-15 12:41:37.599,""2024-06-15 12:41:38.131"",47.673119,8.979016,188.61,0.9948974,176.32,17.63,2.75,16,0.4429,60,3.861,-0.3359,-239.1"
"2024-06-15 12:41:38.599,""2024-06-15 12:41:38.809"",47.673110,8.979018,186.93,1.053257,171.32,12.36,3.99,16,0.4419,60,3.861,-0.334,-238.1"
"2024-06-15 12:41:39.599,""2024-06-15 12:41:39.828"",47.673100,8.979022,185.18,1.091702,169.55,-2.34,7.3,16,0.4409,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:40.599,""2024-06-15 12:41:40.973"",47.673091,8.979026,181.84,1.135752,158.91,-12,7.17,16,0.4419,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:41.599,""2024-06-15 12:41:41.871"",47.673080,8.979028,182.28,1.186582,169.07,-12.49,7.67,16,0.4448,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:42.599,""2024-06-15 12:41:42.887"",47.673069,8.979031,181.96,1.242873,168.92,-14.67,7.79,16,0.4458,60,3.861,-0.335,-239.1"
"2024-06-15 12:41:43.599,""2024-06-15 12:41:43.914"",47.673058,8.979034,182.31,1.215695,169.11,-17.31,8.58,16,0.449,60,3.861,-0.335,-239.1"
"2024-06-15 12:41:44.599,""2024-06-15 12:41:45.075"",47.673047,8.979037,184.29,1.210577,168.22,-17.82,7.49,16,0.45,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:45.599,""2024-06-15 12:41:45.889"",47.673036,8.979039,181.64,1.221951,170.13,-11.28,5.97,16,0.4529,60,3.861,-0.3359,-239.1"
"2024-06-15 12:41:46.599,""2024-06-15 12:41:46.817"",47.673023,8.979041,179.66,1.454807,173.58,-7.6,6.86,16,0.4519,60,3.861,-0.3359,-239.1"
"2024-06-15 12:41:47.599,""2024-06-15 12:41:47.92"",47.673012,8.979045,180.08,1.356039,168.36,-12.91,7.59,16,0.4519,60,3.861,-0.334,-239.1"
"2024-06-15 12:41:48.599,""2024-06-15 12:41:49.241"",47.673004,8.979050,177.53,1.149085,164.12,-20.91,6.31,16,0.4519,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:49.599,""2024-06-15 12:41:49.841"",47.672995,8.979054,175.42,1.049617,161.08,-18.02,6.35,16,0.4539,60,3.861,-0.335,-238.1"
"2024-06-15 12:41:50.599,""2024-06-15 12:41:50.839"",47.672985,8.979058,172.67,1.065129,162.81,-9.78,7.02,16,0.4568,60,3.861,-0.3398,-239.1"
"2024-06-15 12:41:51.599,""2024-06-15 12:41:51.897"",47.672977,8.979061,173.71,1.134166,166.58,-8.72,7.04,16,0.4568,60,3.861,-0.3408,-239.1"
"2024-06-15 12:41:52.599,""2024-06-15 12:41:52.899"",47.672968,8.979064,178.24,0.9883765,166.9,-10.37,7.3,16,0.4568,60,3.861,-0.3389,-239.1"
