time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","VMG - Velocity Made Good","GPS Satellites","GPS HAcc","Battery Charge","Battery 1 Voltage","Battery 1 Temperature"
"2024-07-23 11:23:14.8","2024-07-23 16:47:16.836",47.656485,8.956011,312.33,0.01056956,312.33,,,-102.25,-0.52,,13,4.844,87,4.02,-245.2
"2024-07-23 11:23:15.8","2024-07-23 16:47:16.837",47.656451,8.955999,312.3,0.04232068,312.28,,,-102.29,-0.51,,13,3.277,87,4.02,-245.4
"2024-07-23 11:23:16.8","2024-07-23 16:47:16.837",47.656435,8.955996,312.31,0.05448391,312.31,,,-102.36,-0.47,,14,3.234,87,4.02,-245.2
"2024-07-23 11:23:17.8","2024-07-23 16:47:16.837",47.656425,8.955989,312.32,0.02837441,312.32,,,-102.38,-0.51,,12,10.09,87,4.02,-245.2
"2024-07-23 11:23:18.8","2024-07-23 16:47:16.838",47.656402,8.956010,312.26,0.0287037,312.25,,,-102.54,-0.43,,14,5.926,86,4.012,-245.2
"2024-07-23 11:23:19.6","2024-07-23 16:47:16.838",47.656394,8.956012,312.33,0.07542067,312.33,,,-102.48,-0.49,,14,4.625,86,4.012,-245.2
"2024-07-23 11:23:20.8","2024-07-23 16:47:16.838",47.656384,8.956018,312.28,0.05870323,312.27,,,-102.54,-0.51,,15,3.635,87,4.016,-245.2
"2024-07-23 11:23:21.8","2024-07-23 16:47:16.839",47.656381,8.956016,312.35,0.03543645,312.35,,,-102.66,-0.46,,13,3.201,86,4.012,-245.1
"2024-07-23 11:23:22.8","2024-07-23 16:47:16.839",47.656378,8.956014,312.05,0.04053096,312.08,,,-102.53,-0.47,,14,2.973,87,4.016,-245.2
"2024-07-23 11:23:23.7","2024-07-23 16:47:16.839",47.656374,8.956018,312.04,0.04038704,312.05,,,-102.45,-0.47,,14,2.697,87,4.016,-245.2
"2024-07-23 11:23:24.8","2024-07-23 16:47:16.84",47.656372,8.956021,312.1,0.0499557,312.08,,,-102.23,-0.52,,13,2.467,87,4.016,-245.2
"2024-07-23 11:23:25.8","2024-07-23 16:47:16.84",47.656371,8.956022,312.25,0.05711609,312.25,,,-102.26,-0.47,,14,2.301,87,4.016,-245.1
"2024-07-23 11:23:26.8","2024-07-23 16:47:16.84",47.656370,8.956022,312.22,0.04739021,312.22,,,-102.32,-0.49,,14,2.176,87,4.02,-245.2
"2024-07-23 11:23:27.8","2024-07-23 16:47:16.84",47.656369,8.956021,312.32,0.04530996,312.31,,,-102.35,-0.47,,13,2.066,88,4.02,-245.1
"2024-07-23 11:23:28.8","2024-07-23 16:47:16.841",47.656367,8.956022,312.39,0.04480155,312.38,,,-102.43,-0.41,,14,1.967,87,4.02,-245.1
"2024-07-23 11:23:29.8","2024-07-23 16:47:16.841",47.656364,8.956023,312.68,0.03595283,312.68,,,-102.57,-0.43,,14,1.885,87,4.02,-245
"2024-07-23 11:23:30.8","2024-07-23 16:47:16.841",47.656362,8.956025,312.56,0.02949015,312.56,,,-102.81,-0.44,,14,1.834,87,4.016,-245
"2024-07-23 11:23:31.8","2024-07-23 16:47:16.841",47.656360,8.956029,312.42,0.04692488,312.44,,,-102.98,-0.4,,14,1.778,87,4.016,-245.2
"2024-07-23 11:23:32.8","2024-07-23 16:47:16.841",47.656357,8.956033,312.21,0.03780688,312.23,,,-103.02,-0.38,,14,1.728,87,4.02,-244.9
"2024-07-23 11:23:33.8","2024-07-23 16:47:16.842",47.656355,8.956037,312.16,0.02493708,312.16,,,-103.05,-0.38,,15,1.675,87,4.02,-245.1
"2024-07-23 11:23:34.8","2024-07-23 16:47:16.842",47.656353,8.956039,311.89,0.0267682,311.92,,,-103.04,-0.41,,15,1.623,87,4.016,-245.1
"2024-07-23 11:23:35.8","2024-07-23 16:47:16.843",47.656352,8.956042,311.77,0.03011656,311.76,,,-103.09,-0.38,,13,1.585,87,4.02,-245.1
"2024-07-23 11:23:36.8","2024-07-23 16:47:16.843",47.656351,8.956043,311.81,0.03529565,311.82,,,-103.11,-0.4,,13,1.556,87,4.02,-245
"2024-07-23 11:23:37.8","2024-07-23 16:47:16.843",47.656351,8.956045,311.82,0.02441591,311.82,,,-103.11,-0.41,,14,1.539,87,4.02,-245.1
"2024-07-23 11:23:38.8","2024-07-23 16:47:16.844",47.656351,8.956047,311.85,0.01372371,311.85,,,-103.11,-0.42,,14,1.522,87,4.016,-245
"2024-07-23 11:23:39.8","2024-07-23 16:47:16.844",47.656350,8.956050,311.69,0.0199337,311.7,,,-103.05,-0.38,,15,1.506,86,4.012,-245
"2024-07-23 11:23:40.8","2024-07-23 16:47:16.844",47.656350,8.956054,311.81,0.02717034,311.79,,,-102.91,-0.44,,15,1.489,87,4.016,-245
"2024-07-23 11:23:41.8","2024-07-23 16:47:16.845",47.656350,8.956058,311.91,0.01081948,311.9,,,-103.12,-0.38,,14,1.473,87,4.016,-245.1
"2024-07-23 11:23:42.8","2024-07-23 16:47:16.845",47.656349,8.956061,312.07,0.01908686,312.07,,,-103.2,-0.36,,12,1.46,87,4.02,-244.9
"2024-07-23 11:23:43.8","2024-07-23 16:47:16.845",47.656348,8.956063,311.91,0.01785626,311.92,,,-103.02,-0.31,,13,1.447,88,4.02,-244.9
"2024-07-23 11:23:44.8","2024-07-23 16:47:16.846",47.656347,8.956067,312.01,0.01516324,311.99,,,-103.09,-0.24,,14,1.431,87,4.02,-245
"2024-07-23 11:23:45.8","2024-07-23 16:47:16.846",47.656347,8.956070,312.03,0.01872365,312.05,,,-103.07,-0.27,,15,1.413,87,4.016,-245
"2024-07-23 11:23:46.8","2024-07-23 16:47:16.846",47.656346,8.956076,311.96,0.01236873,311.94,,,-103.02,-0.31,,16,1.396,87,4.02,-244.9
"2024-07-23 11:23:47.8","2024-07-23 16:47:16.847",47.656345,8.956081,311.97,0.01016911,311.96,,,-103.04,-0.34,,16,1.378,87,4.02,-244.9
"2024-07-23 11:23:48.8","2024-07-23 16:47:16.847",47.656344,8.956085,312.08,0.00942299,312.1,,,-103.03,-0.35,,14,1.359,87,4.016,-244.8
"2024-07-23 11:23:49.8","2024-07-23 16:47:16.847",47.656343,8.956090,311.93,0.01491179,311.92,,,-103.07,-0.33,,14,1.342,87,4.02,-244.8
"2024-07-23 11:23:50.8","2024-07-23 16:47:16.848",47.656343,8.956093,312.02,0.0135538,312.03,,,-103.12,-0.34,,14,1.326,87,4.016,-244.9
"2024-07-23 11:23:51.8","2024-07-23 16:47:16.848",47.656342,8.956096,311.86,0.01158243,311.87,,,-103.14,-0.35,,14,1.311,87,4.02,-244.8
"2024-07-23 11:23:52.8","2024-07-23 16:47:16.848",47.656342,8.956098,311.9,0.01388833,311.89,,,-103.13,-0.33,,15,1.298,87,4.02,-244.9
"2024-07-23 11:23:53.8","2024-07-23 16:47:16.849",47.656342,8.956098,311.93,0.01758765,311.92,,,-103.05,-0.32,,13,1.288,87,4.02,-244.8
"2024-07-23 11:23:54.8","2024-07-23 16:47:16.849",47.656342,8.956099,311.99,0.01612832,312.01,,,-103.05,-0.32,,14,1.28,87,4.02,-244.6
"2024-07-23 11:23:55.8","2024-07-23 16:47:16.849",47.656342,8.956101,312.01,0.02864258,311.99,,,-103.07,-0.3,,14,1.272,87,4.02,-244.8
"2024-07-23 11:23:56.8","2024-07-23 16:47:16.85",47.656343,8.956102,311.98,0.01763083,311.99,,,-103.11,-0.32,,15,1.267,87,4.016,-244.6
"2024-07-23 11:23:57.8","2024-07-23 16:47:16.85",47.656343,8.956103,312.01,0.01568062,312,,,-103.11,-0.32,,14,1.264,87,4.016,-244.8
"2024-07-23 11:23:58.8","2024-07-23 16:47:16.85",47.656344,8.956104,311.87,0.01565899,311.88,,,-103.13,-0.3,,13,1.261,87,4.016,-244.6
"2024-07-23 11:23:59.8","2024-07-23 16:47:16.85",47.656345,8.956104,311.74,0.02223581,311.74,,,-103.12,-0.31,,12,1.26,87,4.016,-244.8
"2024-07-23 11:24:00.6","2024-07-23 16:47:16.85",47.656345,8.956103,311.85,0.01288106,311.81,,,-103.13,-0.32,,14,1.257,87,4.02,-244.8
"2024-07-23 11:24:01.8","2024-07-23 16:47:16.851",47.656345,8.956104,312.03,0.01703916,312.01,,,-103.08,-0.31,,15,1.255,87,4.02,-244.8
"2024-07-23 11:24:02.8","2024-07-23 16:47:16.851",47.656345,8.956105,312.03,0.02232983,312.02,,,-103,-0.32,,15,1.255,87,4.02,-244.6
"2024-07-23 11:24:03.8","2024-07-23 16:47:16.851",47.656345,8.956106,312.11,0.01463116,312.11,,,-103,-0.26,,14,1.256,87,4.02,-244.6
"2024-07-23 11:24:04.7","2024-07-23 16:47:16.851",47.656346,8.956106,312.07,0.02611247,312.1,,,-103.04,-0.25,,16,1.256,87,4.016,-244.5
"2024-07-23 11:24:05.8","2024-07-23 16:47:16.852",47.656346,8.956107,311.93,0.02414827,311.92,,,-103.07,-0.24,,16,1.253,87,4.02,-244.6
"2024-07-23 11:24:06.8","2024-07-23 16:47:16.852",47.656347,8.956109,312.11,0.02445492,312.11,,,-103.11,-0.36,,16,1.244,87,4.02,-244.6
"2024-07-23 11:24:07.8","2024-07-23 16:47:16.852",47.656346,8.956112,312.05,0.0165865,312.07,,,-103.19,-0.4,,15,1.236,87,4.02,-244.6
"2024-07-23 11:24:08.8","2024-07-23 16:47:16.852",47.656347,8.956113,311.99,0.02073244,312,,,-103.23,-0.33,,15,1.23,87,4.016,-244.6
"2024-07-23 11:24:09.8","2024-07-23 16:47:16.853",47.656346,8.956113,311.89,0.02395498,311.89,,,-103.13,-0.26,,13,1.227,87,4.016,-244.5
"2024-07-23 11:24:10.8","2024-07-23 16:47:16.865",47.656346,8.956113,311.96,0.0231297,311.94,,,-103.19,-0.29,,14,1.228,87,4.02,-244.5
"2024-07-23 11:24:11.8","2024-07-23 16:47:16.865",47.656346,8.956113,312.03,0.04857378,312.02,,,-103.22,-0.3,,16,1.227,87,4.016,-244.6
"2024-07-23 11:24:12.8","2024-07-23 16:47:16.865",47.656346,8.956115,312,0.0288518,312,,,-103.21,-0.38,,15,1.217,87,4.02,-244.4
"2024-07-23 11:24:13.8","2024-07-23 16:47:16.866",47.656345,8.956116,311.91,0.03136942,311.92,,,-103.22,-0.37,,15,1.204,87,4.02,-244.6
"2024-07-23 11:24:14.8","2024-07-23 16:47:16.866",47.656344,8.956118,311.7,0.01701897,311.72,,,-103.4,-0.36,,15,1.193,87,4.02,-244.5
"2024-07-23 11:24:15.8","2024-07-23 16:47:16.866",47.656343,8.956119,311.82,0.01338333,311.8,,,-103.34,-0.48,,15,1.186,87,4.016,-244.5
"2024-07-23 11:24:16.8","2024-07-23 16:47:16.866",47.656342,8.956119,311.69,0.01800933,311.72,,,-103.24,-0.43,,14,1.177,87,4.016,-244.6
"2024-07-23 11:24:17.8","2024-07-23 16:47:16.866",47.656342,8.956121,311.67,0.01446109,311.67,,,-103.01,1.22,,14,1.171,87,4.02,-244.4
"2024-07-23 11:24:18.8","2024-07-23 16:47:16.867",47.656341,8.956124,311.57,0.1121164,311.48,,,-103.74,-0.43,,15,1.17,87,4.016,-244.4
"2024-07-23 11:24:19.8","2024-07-23 16:47:16.867",47.656340,8.956125,312.69,0.1471599,312.64,,,-96.86,-2.58,,14,1.161,86,4.012,-244.5
"2024-07-23 11:24:20.8","2024-07-23 16:47:16.867",47.656337,8.956120,311.96,0.3113525,312.13,,,-89.18,-3.5,,16,1.158,87,4.016,-244.4
"2024-07-23 11:24:21.8","2024-07-23 16:47:16.867",47.656336,8.956116,310.82,0.5304447,231.92,,,-85.55,-6.17,,16,1.158,87,4.016,-244.5
"2024-07-23 11:24:22.8","2024-07-23 16:47:16.868",47.656337,8.956115,311.12,0.3295216,311.07,,,-85.33,-6.41,,15,1.156,87,4.016,-244.4
"2024-07-23 11:24:23.8","2024-07-23 16:47:16.868",47.656341,8.956112,311.6,0.3331162,311.66,,,-85.88,-5.49,,14,1.159,87,4.016,-244.5
"2024-07-23 11:24:24.8","2024-07-23 16:47:16.868",47.656346,8.956109,310.18,0.5143644,310.34,,,-84.9,-5.47,,15,1.165,87,4.016,-244.2
"2024-07-23 11:24:25.8","2024-07-23 16:47:16.868",47.656351,8.956103,309.6,0.6014044,328.58,,,-85.08,-5.26,,15,1.171,87,4.016,-244.4
"2024-07-23 11:24:26.8","2024-07-23 16:47:16.869",47.656355,8.956099,310.04,0.6852607,317.08,,,-86.11,-5.49,,16,1.177,87,4.02,-244.2
"2024-07-23 11:24:27.8","2024-07-23 16:47:16.869",47.656358,8.956095,310.03,0.5954331,311.55,,,-84.51,-6.9,,15,1.181,87,4.016,-244.4
"2024-07-23 11:24:28.8","2024-07-23 16:47:16.869",47.656361,8.956094,310.22,0.4821352,310.13,,,-82.29,-5.56,,16,1.187,87,4.016,-244.4
"2024-07-23 11:24:29.8","2024-07-23 16:47:16.87",47.656363,8.956093,312.24,0.3982125,311.98,,,-83.02,-4.28,,14,1.189,87,4.016,-244.4
"2024-07-23 11:24:30.8","2024-07-23 16:47:16.87",47.656366,8.956089,312.75,0.359341,312.8,,,-83.27,-5.02,,14,1.196,86,4.012,-244.5
"2024-07-23 11:24:31.8","2024-07-23 16:47:16.871",47.656370,8.956086,312.41,0.4540593,312.44,,,-82.85,-6.17,,15,1.202,87,4.016,-244.2
"2024-07-23 11:24:32.8","2024-07-23 16:47:16.871",47.656375,8.956081,312.27,0.6437977,320.87,,,-82.52,-6.43,,15,1.209,87,4.016,-244.4
"2024-07-23 11:24:33.8","2024-07-23 16:47:16.871",47.656380,8.956079,312.65,0.6809004,326.62,,,-82.22,-5.72,,15,1.218,87,4.016,-244.2
"2024-07-23 11:24:34.8","2024-07-23 16:47:16.871",47.656385,8.956075,314.48,0.545498,337.18,,,-81.5,-4.59,,14,1.223,87,4.016,-244.2
"2024-07-23 11:24:35.8","2024-07-23 16:47:16.872",47.656389,8.956072,314.59,0.5358614,325.95,,,-80.81,-4.2,,16,1.227,87,4.016,-244.2
"2024-07-23 11:24:36.8","2024-07-23 16:47:16.872",47.656392,8.956070,315.56,0.466227,315.48,,,-81.15,-4.03,,14,1.226,87,4.016,-244.2
"2024-07-23 11:24:37.8","2024-07-23 16:47:16.872",47.656395,8.956068,316.56,0.3853776,316.56,,,-80.31,-4.85,,14,1.229,87,4.016,-244.4
"2024-07-23 11:24:38.8","2024-07-23 16:47:16.873",47.656399,8.956063,316.31,0.430125,316.47,,,-79.35,-3.15,,15,1.236,87,4.016,-244.2
"2024-07-23 11:24:39.8","2024-07-23 16:47:16.873",47.656403,8.956060,315,0.5447093,329.57,,,-78.08,-3.1,,13,1.245,87,4.016,-244.2
"2024-07-23 11:24:40.8","2024-07-23 16:47:16.874",47.656406,8.956057,315.24,0.49604,315.03,,,-77.01,-5.56,,14,1.25,87,4.02,-244.2
"2024-07-23 11:24:41.6","2024-07-23 16:47:16.874",47.656410,8.956051,316.21,0.4582764,316.28,,,-77.7,-5.81,,14,1.244,87,4.02,-244.2
"2024-07-23 11:24:42.8","2024-07-23 16:47:16.874",47.656413,8.956042,315.23,0.5287341,309.21,,,-79.16,-4.26,,16,1.243,87,4.016,-244.2
"2024-07-23 11:24:43.8","2024-07-23 16:47:16.874",47.656415,8.956037,313.54,0.5082829,313.7,,,-83.27,-4.67,,16,1.241,87,4.016,-244.1
"2024-07-23 11:24:44.8","2024-07-23 16:47:16.875",47.656417,8.956032,312.57,0.3988232,312.64,,,-85.51,-4.46,,12,1.239,86,4.012,-244.1
"2024-07-23 11:24:45.7","2024-07-23 16:47:16.875",47.656418,8.956024,313.68,0.3663619,313.09,,,-88.86,-5.14,,13,1.236,87,4.016,-244.2
"2024-07-23 11:24:46.8","2024-07-23 16:47:16.875",47.656420,8.956019,315.13,0.4053433,315.01,,,-89.42,-4.6,,16,1.24,87,4.016,-244.2
"2024-07-23 11:24:47.8","2024-07-23 16:47:16.875",47.656421,8.956015,315.7,0.2991377,315.82,,,-88.87,-6.61,,16,1.238,87,4.016,-244.1
"2024-07-23 11:24:48.8","2024-07-23 16:47:16.876",47.656423,8.956012,312.68,0.3130347,312.93,,,-89.26,-7.65,,16,1.233,87,4.016,-244.1
"2024-07-23 11:24:49.8","2024-07-23 16:47:16.876",47.656427,8.956013,312.37,0.3103866,312.33,,,-89.9,-7.66,,16,1.228,87,4.016,-244
"2024-07-23 11:24:50.8","2024-07-23 16:47:16.876",47.656429,8.956011,314.03,0.3418652,313.95,,,-90.07,-6.59,,14,1.224,87,4.016,-244.2
"2024-07-23 11:24:51.8","2024-07-23 16:47:16.877",47.656429,8.956008,312.46,0.3261685,312.54,,,-90.27,-6.82,,15,1.217,87,4.016,-244
"2024-07-23 11:24:52.8","2024-07-23 16:47:16.877",47.656429,8.956007,312.72,0.2117494,312.66,,,-89.98,-6.54,,15,1.203,87,4.016,-244.1
"2024-07-23 11:24:53.8","2024-07-23 16:47:16.877",47.656431,8.956004,313.27,0.2608654,313.24,,,-89.86,-5.82,,14,1.2,87,4.02,-244
"2024-07-23 11:24:54.8","2024-07-23 16:47:16.877",47.656432,8.956001,313.47,0.2506177,313.53,,,-90.22,-6.45,,15,1.198,87,4.016,-244
"2024-07-23 11:24:55.8","2024-07-23 16:47:16.877",47.656435,8.956000,313.32,0.2600552,313.3,,,-89.93,-7.06,,15,1.195,87,4.016,-244.1
"2024-07-23 11:24:56.8","2024-07-23 16:47:16.878",47.656436,8.955997,313.28,0.2844031,313.32,,,-90.1,-6.69,,16,1.19,87,4.016,-244
"2024-07-23 11:24:57.8","2024-07-23 16:47:16.878",47.656438,8.955994,312.04,0.2527614,312.22,,,-91.28,-6.08,,15,1.188,87,4.02,-244
"2024-07-23 11:24:58.8","2024-07-23 16:47:16.878",47.656441,8.955989,311.35,0.2681815,311.33,,,-91.67,-6.06,,15,1.186,87,4.016,-244.1
"2024-07-23 11:24:59.8","2024-07-23 16:47:16.879",47.656443,8.955984,312.42,0.3361377,312.26,,,-92.69,-6.09,,15,1.181,87,4.016,-244.1
"2024-07-23 11:25:00.8","2024-07-23 16:47:16.879",47.656445,8.955978,312.55,0.329381,312.65,,,-92.54,-5.04,,14,1.182,87,4.016,-244
"2024-07-23 11:25:01.8","2024-07-23 16:47:16.879",47.656447,8.955976,312.27,0.3054652,312.26,,,-91.54,-4.47,,16,1.182,87,4.016,-244
"2024-07-23 11:25:02.8","2024-07-23 16:47:16.879",47.656448,8.955972,312.85,0.2496736,312.85,,,-91.91,-3.71,,15,1.185,87,4.016,-244
"2024-07-23 11:25:03.8","2024-07-23 16:47:16.88",47.656450,8.955967,312.59,0.3156707,312.54,,,-92.11,-3.21,,16,1.182,87,4.016,-244
"2024-07-23 11:25:04.8","2024-07-23 16:47:16.88",47.656451,8.955964,313.15,0.3803168,313.2,,,-93.12,-3.91,,15,1.177,87,4.016,-244
"2024-07-23 11:25:05.8","2024-07-23 16:47:16.88",47.656452,8.955960,312.76,0.2233462,312.68,,,-92.6,-3.68,,15,1.171,87,4.016,-244.1
"2024-07-23 11:25:06.8","2024-07-23 16:47:16.88",47.656454,8.955954,313.38,0.2692011,313.38,,,-92.1,-3.5,,15,1.165,87,4.016,-244
"2024-07-23 11:25:07.8","2024-07-23 16:47:16.881",47.656455,8.955947,312.6,0.2885157,312.68,,,-92.53,-3.04,,16,1.158,87,4.016,-244
"2024-07-23 11:25:08.8","2024-07-23 16:47:16.881",47.656457,8.955943,312.74,0.32339,312.58,,,-92.61,-3.98,,14,1.155,87,4.016,-244
"2024-07-23 11:25:09.8","2024-07-23 16:47:16.885",47.656459,8.955940,315.79,0.2211197,315.46,,,-93.52,-2.24,,14,1.152,87,4.016,-244
"2024-07-23 11:25:10.8","2024-07-23 16:47:16.886",47.656458,8.955936,316.05,0.3117324,316.2,,,-93.41,-3.49,,16,1.151,87,4.016,-244
"2024-07-23 11:25:11.8","2024-07-23 16:47:16.886",47.656458,8.955932,314.48,0.2367067,314.66,,,-93.25,-3.21,,16,1.15,87,4.016,-244
"2024-07-23 11:25:12.8","2024-07-23 16:47:16.886",47.656459,8.955927,313.16,0.3096726,313.26,,,-92.88,-3.56,,14,1.15,87,4.016,-243.9
"2024-07-23 11:25:13.8","2024-07-23 16:47:16.887",47.656459,8.955922,312.93,0.25769,312.86,,,-92.34,-2.5,,15,1.147,87,4.016,-243.9
"2024-07-23 11:25:14.8","2024-07-23 16:47:16.887",47.656459,8.955921,313.91,0.3033403,313.75,,,-92.09,-3.1,,15,1.14,87,4.02,-244
"2024-07-23 11:25:15.8","2024-07-23 16:47:16.887",47.656459,8.955918,315.79,0.1217098,315.69,,,-92.9,-3.49,,15,1.134,87,4.016,-243.9
"2024-07-23 11:25:16.8","2024-07-23 16:47:16.887",47.656460,8.955916,316.25,0.1372657,316.21,,,-93.72,-4.05,,15,1.128,87,4.016,-244
"2024-07-23 11:25:17.8","2024-07-23 16:47:16.888",47.656461,8.955912,316.7,0.1377057,316.7,,,-92.89,-3.58,,15,1.128,86,4.012,-243.9
"2024-07-23 11:25:18.8","2024-07-23 16:47:16.888",47.656463,8.955909,316.58,0.1538818,316.6,,,-92.44,-4.2,,16,1.123,86,4.012,-243.9
"2024-07-23 11:25:19.8","2024-07-23 16:47:16.888",47.656465,8.955904,316.58,0.2259424,316.49,,,-93.36,-3.61,,16,1.121,86,4.012,-244
"2024-07-23 11:25:20.8","2024-07-23 16:47:16.888",47.656467,8.955900,316.28,0.2667607,316.48,,,-92.73,-6.16,,15,1.116,87,4.016,-244
"2024-07-23 11:25:21.8","2024-07-23 16:47:16.889",47.656469,8.955897,314.49,0.2233365,314.57,,,-91.4,-7.08,,16,1.117,87,4.016,-244
"2024-07-23 11:25:22.6","2024-07-23 16:47:16.889",47.656471,8.955895,314.37,0.2243708,314.37,,,-91.87,-5.27,,15,1.115,87,4.016,-244
"2024-07-23 11:25:23.8","2024-07-23 16:47:16.889",47.656472,8.955895,316.02,0.2389239,315.66,,,-89.59,-3.03,,14,1.108,87,4.016,-243.9
"2024-07-23 11:25:24.8","2024-07-23 16:47:16.889",47.656472,8.955893,320.35,0.1123181,319.89,,,-89.37,-0.77,,15,1.104,87,4.016,-243.9
"2024-07-23 11:25:25.8","2024-07-23 16:47:16.89",47.656473,8.955890,322.24,0.0834605,322.23,,,-89.85,-1.16,,15,1.099,87,4.016,-243.8
"2024-07-23 11:25:26.7","2024-07-23 16:47:16.89",47.656474,8.955887,323.5,0.08492599,323.33,,,-89.24,-0.44,,16,1.09,87,4.016,-243.9
"2024-07-23 11:25:27.8","2024-07-23 16:47:16.89",47.656476,8.955884,323.75,0.07746762,323.65,,,-89.46,-1.68,,14,1.079,87,4.016,-243.9
"2024-07-23 11:25:28.8","2024-07-23 16:47:16.891",47.656478,8.955879,325.27,0.1298808,325.05,,,-89.18,-0.49,,15,1.07,87,4.016,-243.8
"2024-07-23 11:25:29.8","2024-07-23 16:47:16.891",47.656480,8.955877,328.11,0.1283789,327.79,,,-90.35,-0.67,,15,1.062,86,4.012,-243.8
"2024-07-23 11:25:30.8","2024-07-23 16:47:16.891",47.656482,8.955872,329.53,0.1155745,329.57,,,-90.68,-0.3,,14,1.055,87,4.016,-243.9
"2024-07-23 11:25:31.8","2024-07-23 16:47:16.891",47.656484,8.955868,328.72,0.1053275,328.9,,,-91.19,-1.15,,14,1.047,87,4.016,-243.9
"2024-07-23 11:25:32.8","2024-07-23 16:47:16.892",47.656487,8.955864,327.25,0.08481235,327.23,,,-89.71,-0.09,,15,1.038,87,4.016,-243.9
"2024-07-23 11:25:33.8","2024-07-23 16:47:16.892",47.656491,8.955857,329.39,0.05303417,329.12,,,-90.61,-1.62,,14,1.016,87,4.016,-243.8
"2024-07-23 11:25:34.8","2024-07-23 16:47:16.892",47.656494,8.955852,331.13,0.1770503,331.16,,,-90.28,-1.78,,14,1.003,87,4.016,-243.9
"2024-07-23 11:25:35.8","2024-07-23 16:47:16.892",47.656496,8.955850,331.16,0.1035703,331.11,,,-90.51,-1.53,,13,0.9937,87,4.016,-243.9
"2024-07-23 11:25:36.8","2024-07-23 16:47:16.893",47.656499,8.955849,332.53,0.2303255,332.37,,,-90.13,-0.71,,14,0.9858,87,4.016,-243.9
"2024-07-23 11:25:37.8","2024-07-23 16:47:16.893",47.656501,8.955847,333.92,0.1613913,333.76,,,-90.83,-1.11,,14,0.9746,87,4.016,-243.9
"2024-07-23 11:25:38.8","2024-07-23 16:47:16.893",47.656502,8.955847,334.85,0.2329778,334.75,,,-89.94,-1.89,,14,0.9658,87,4.016,-243.9
"2024-07-23 11:25:39.8","2024-07-23 16:47:16.893",47.656503,8.955845,335.57,0.1789521,335.51,,,-91.51,-0.04,,13,0.9575,87,4.016,-243.8
"2024-07-23 11:25:40.8","2024-07-23 16:47:16.893",47.656505,8.955842,336.57,0.1549443,336.4,,,-89.35,-0.26,,14,0.9536,87,4.016,-243.8
"2024-07-23 11:25:41.8","2024-07-23 16:47:16.894",47.656510,8.955837,336.79,0.2741522,336.88,,,-92.16,-0.03,,14,0.9526,87,4.016,-243.8
"2024-07-23 11:25:42.8","2024-07-23 16:47:16.894",47.656513,8.955832,336.02,0.5246974,334.12,,,-89.23,1.13,,13,0.9507,87,4.016,-243.9
"2024-07-23 11:25:43.8","2024-07-23 16:47:16.894",47.656519,8.955828,337.02,0.3886026,336.75,,,-91.78,-1.22,,14,0.9507,86,4.012,-243.9
"2024-07-23 11:25:44.8","2024-07-23 16:47:16.895",47.656525,8.955821,336.86,0.6572299,339.56,,,-91.56,0.64,,14,0.9507,87,4.016,-243.9
"2024-07-23 11:25:45.8","2024-07-23 16:47:16.895",47.656531,8.955818,336.11,0.6948243,334.54,,,-90.38,-1.59,,14,0.9507,87,4.016,-244
"2024-07-23 11:25:46.8","2024-07-23 16:47:16.895",47.656536,8.955814,336.72,0.5660675,341.92,,,-92.49,-1.15,,14,0.9556,87,4.016,-243.9
"2024-07-23 11:25:47.8","2024-07-23 16:47:16.896",47.656542,8.955813,337.81,0.660373,348.57,,,-89.6,0,,14,0.9565,87,4.016,-243.9
"2024-07-23 11:25:48.8","2024-07-23 16:47:16.896",47.656547,8.955811,338.59,0.5537484,349.38,,,-91.84,-2.47,,13,0.9658,87,4.016,-243.8
"2024-07-23 11:25:49.8","2024-07-23 16:47:16.896",47.656552,8.955808,337.74,0.5850417,351.19,,,-90.43,-0.1,,13,0.9639,86,4.012,-243.9
"2024-07-23 11:25:50.8","2024-07-23 16:47:16.897",47.656556,8.955802,339.8,0.50758,339.63,,,-89.6,-2.23,,14,0.9619,87,4.016,-243.8
"2024-07-23 11:25:51.8","2024-07-23 16:47:16.897",47.656561,8.955799,339.37,0.5883151,338.95,,,-90.75,-0.65,,13,0.9629,87,4.016,-243.9
"2024-07-23 11:25:52.8","2024-07-23 16:47:16.898",47.656567,8.955796,338.92,0.6866536,347.11,,,-91,-0.18,,13,0.9688,86,4.012,-243.9
"2024-07-23 11:25:53.8","2024-07-23 16:47:16.898",47.656572,8.955791,336.9,0.6724042,337.48,,,-91.28,-1.22,,14,0.9717,87,4.016,-243.9
"2024-07-23 11:25:54.8","2024-07-23 16:47:16.898",47.656578,8.955787,336.52,0.6228095,336.75,,,-90.45,-1.34,,14,0.9707,86,4.012,-243.8
"2024-07-23 11:25:55.8","2024-07-23 16:47:16.899",47.656583,8.955782,336.58,0.7015939,334.21,,,-90.19,0.4,,14,0.9688,86,4.012,-243.8
"2024-07-23 11:25:56.8","2024-07-23 16:47:16.899",47.656589,8.955777,335.96,0.6650047,330.36,,,-90.53,-2.19,,14,0.9668,87,4.016,-243.8
