servertime;latitude;longitude;"""HDT - Heading True""";SOG in m/s;SOG in Knoten;"""COG - Course over Ground""";Heel;"""Trim Fore / Aft""";"""GPS Satellites""";"""GPS HAcc""";"""Battery Charge""";"""Battery 1 Voltage""";"""Battery 1 Current""";"""Battery 1 Temperature""";;;;;
"""2024-04-14 11:19:11.072""";47.664418;8.97677;218.54;0.1068836;0.213125898;218.55;87.42;12.88;15;0.9707;95;4.148;-0.3108;-237.1;;;;;
"""2024-04-14 11:22:50.06""";47.66454;8.977634;217.34;0.05843467;0.116518732;218.59;85.58;16.03;15;0.7856;94;4.145;-0.3018;-236.1;;;;;
"""2024-04-14 14:02:24.629""";47.667626;8.968563;215.34;3.49741;6.97383554;218.63;93.55;-2.79;13;0.4138;69;3.943;-0.3669;-230.1;;;;;
"""2024-04-14 14:02:34.142""";47.666585;8.96755;213.1;3.537902;7.054576588;218.69;87.32;-5.7;15;0.417;69;3.939;-0.407;-230.1;;;;;
"""2024-04-14 11:11:32.211""";47.66432;8.97672;218.91;0.1211802;0.241633319;218.71;-176.69;-1.27;14;2.189;96;4.16;-0.3118;-238.1;;;;;
"""2024-04-14 11:17:17.168""";47.664404;8.976723;218.34;0.02971538;0.059252468;218.71;90.17;11.89;16;0.7798;95;4.152;-0.3289;-237.1;;;;;
"""2024-04-14 11:23:01.124""";47.664542;8.977635;218.99;0.06948267;0.138548444;218.71;89.62;16.68;15;0.7876;94;4.145;-0.314;-236.1;;;;;
"""2024-04-14 14:04:13.368""";47.667362;8.964791;223.69;1.09958;2.19256252;218.76;92.93;3.6;14;0.5479;69;3.943;-0.324;-230.1;;;;;
"""2024-04-14 14:16:12.172""";47.664366;8.976698;218.71;0.03088048;0.061575677;218.76;91.91;2.25;16;0.7939;67;3.928;-0.3809;-228.1;;;;;
"""2024-04-14 14:16:21.071""";47.664364;8.9767;218.72;0.02821842;0.056267529;218.78;91.93;2.22;16;0.7676;67;3.928;-0.375;-228.1;;;;;
"""2024-04-14 11:14:11.258""";47.66436;8.976755;219.14;0.0470626;0.093842824;218.81;86.94;4.08;13;0.8589;95;4.156;-0.3389;-237.1;;;;;
"""2024-04-14 11:17:57.088""";47.664396;8.976716;219.59;0.02376707;0.047391538;218.82;90.24;11.67;15;0.918;95;4.152;-0.3098;-237.1;;;;;
"""2024-04-14 11:14:53.073""";47.664371;8.976722;219.15;0.03309815;0.065997711;218.83;94.6;-1.09;14;0.75;95;4.156;-0.3149;-237.1;;;;;
"""2024-04-14 11:22:57.086""";47.664542;8.977633;219.15;0.0381514;0.076073892;218.85;86.51;16.44;15;0.7959;94;4.145;-0.3059;-237.1;;;;;
"""2024-04-14 14:10:00.055""";47.665084;8.97796;231.54;1.656708;3.303475752;218.85;91.78;1.75;16;0.5166;68;3.936;-0.3469;-228.1;;;;;
"""2024-04-14 14:16:13.142""";47.664366;8.976699;218.94;0.01702171;0.03394129;218.88;91.96;2.19;16;0.7896;67;3.928;-0.3838;-228.1;;;;;
"""2024-04-14 14:02:24.528""";47.667775;8.968768;217.32;3.114012;6.209339928;218.89;82.19;-4.57;14;0.4109;69;3.943;-0.3569;-230.1;;;;;
"""2024-04-14 13:02:57.095""";47.661155;8.952729;217.69;3.153134;6.287349196;218.95;80.29;8.04;15;0.6406;78;4.012;-0.3328;-232.1;;;;;
"""2024-04-14 14:02:24.63""";47.667499;8.968418;213.3;3.56933;7.11724402;218.95;95.99;-3.46;15;0.4199;69;3.943;-0.3679;-230.1;;;;;
"""2024-04-14 14:17:17.061""";47.664366;8.976691;219.04;0.04390153;0.087539651;219.03;95.25;9.95;16;0.8447;67;3.928;-0.356;-228.1;;;;;
"""2024-04-14 11:19:10.059""";47.664419;8.976769;219.07;0.04335575;0.086451366;219.06;89.43;10.74;15;0.9766;95;4.148;-0.3118;-237.1;;;;;
"""2024-04-14 11:15:29.244""";47.664386;8.976714;217.99;0.1029382;0.205258771;219.07;89.52;8.51;16;0.9629;95;4.152;-0.3179;-237.1;;;;;
"""2024-04-14 14:36:00.048""";47.664339;8.976695;217.32;0.1018242;0.203037455;219.13;-83.02;6.11;15;0.4719;64;3.904;-0.3799;-223.1;;;;;
"""2024-04-14 11:16:30.063""";47.664394;8.976725;219.25;0.03272999;0.0652636;219.17;90.34;11.89;16;0.877;95;4.152;-0.3069;-237.1;;;;;
"""2024-04-14 13:03:41.142""";47.660151;8.951837;211;2.657753;5.299559482;219.21;94.88;9.05;14;0.6655;78;4.012;-0.3618;-232.1;;;;;
"""2024-04-14 13:03:30.061""";47.660362;8.95205;213.95;2.565129;5.114867226;219.22;90.72;6.06;15;0.6548;78;4.012;-0.366;-232.1;;;;;
"""2024-04-14 11:13:43.139""";47.664362;8.976729;218.76;0.07050698;0.140590918;219.26;95.99;-0.2;12;0.7886;95;4.156;-0.313;-238.1;;;;;
"""2024-04-14 14:02:24.527""";47.667966;8.968955;216.04;3.473736;6.926629584;219.27;92.91;-3.86;15;0.4219;69;3.943;-0.3418;-230.1;;;;;
"""2024-04-14 14:12:43.069""";47.664545;8.977646;218.48;0.1820812;0.363069913;219.27;87.74;12.94;15;0.5068;68;3.93;-0.3569;-227.1;;;;;
"""2024-04-14 14:16:22.127""";47.664364;8.9767;219.54;0.03687507;0.07352889;219.3;92.04;2.09;16;0.7695;67;3.928;-0.377;-228.1;;;;;
"""2024-04-14 11:16:32.055""";47.664393;8.976725;219.34;0.02843919;0.056707745;219.33;90.33;11.85;16;0.8716;95;4.152;-0.3069;-237.1;;;;;
"""2024-04-14 14:17:08.085""";47.664365;8.976691;220.01;0.06847245;0.136534065;219.37;90.48;0.85;16;0.8359;67;3.928;-0.355;-228.1;;;;;
"""2024-04-14 14:16:14.066""";47.664365;8.976699;219.45;0.02549389;0.050834817;219.39;91.98;2.15;16;0.7876;67;3.928;-0.3809;-228.1;;;;;
"""2024-04-14 11:19:09.096""";47.664419;8.976769;219.46;0.02485834;0.04956753;219.46;90.11;10.17;15;0.9839;95;4.148;-0.3108;-237.1;;;;;
"""2024-04-14 11:16:31.079""";47.664393;8.976724;219.44;0.03298342;0.065768939;219.47;90.32;11.87;16;0.875;95;4.152;-0.3049;-237.1;;;;;
"""2024-04-14 14:02:33.092""";47.666613;8.967579;217.81;3.519415;7.01771351;219.48;91.73;-8.13;15;0.4148;69;3.939;-0.408;-230.1;;;;;
"""2024-04-14 14:11:46.099""";47.664576;8.977629;219.21;0.2695129;0.537408723;219.54;84.56;2.41;15;0.522;68;3.932;-0.3799;-228.1;;;;;
"""2024-04-14 11:11:26.078""";47.664325;8.976718;219.93;0.1844896;0.367872262;219.58;-135.21;-19.3;15;1.893;96;4.16;-0.3159;-238.1;;;;;
"""2024-04-14 14:09:59.076""";47.665096;8.977971;231.45;1.820199;3.629476806;219.63;95.42;-0.47;16;0.5107;68;3.936;-0.3499;-228.1;;;;;
"""2024-04-14 11:16:33.092""";47.664393;8.976725;219.71;0.04279212;0.085327487;219.65;90.34;11.84;16;0.8677;95;4.152;-0.3049;-237.1;;;;;
"""2024-04-14 11:11:20.073""";47.664326;8.976719;219.59;0.08873191;0.176931429;219.67;-129.47;-8.26;12;1.73;96;4.16;-0.3108;-238.1;;;;;
"""2024-04-14 14:09:56.053""";47.665133;8.97802;232.97;2.005586;3.999138484;219.73;89.64;2.07;16;0.49;68;3.936;-0.3528;-228.1;;;;;
"""2024-04-14 14:02:24.631""";47.667473;8.968395;207.22;3.434357;6.848107858;219.74;104.47;-3.83;15;0.4209;69;3.943;-0.3728;-230.1;;;;;
"""2024-04-14 14:16:11.078""";47.664366;8.976698;219.68;0.02653491;0.052910611;219.77;91.95;2.32;16;0.7969;67;3.928;-0.377;-228.1;;;;;
"""2024-04-14 13:45:43.514""";47.662626;8.963678;207.05;2.551249;5.087190506;219.78;92.15;-4.26;15;0.6025;72;3.961;-0.3528;-231.1;;;;;
"""2024-04-14 14:17:58.091""";47.664359;8.976664;322.21;0.7408276;1.477210234;219.78;18.03;39.64;15;0.9468;67;3.926;-0.3579;-228.1;;;;;
"""2024-04-14 11:21:20.065""";47.664532;8.977644;220.34;0.03500433;0.069798634;219.79;93.67;17.48;15;0.7588;94;4.145;-0.3218;-237.1;;;;;
"""2024-04-14 14:10:05.062""";47.665023;8.977902;250.92;1.659738;3.309517572;219.81;101.48;-10.14;16;0.5396;68;3.936;-0.344;-228.1;;;;;
"""2024-04-14 14:16:20.057""";47.664364;8.976699;219.72;0.03566988;0.071125741;219.83;91.93;2.26;16;0.7695;67;3.928;-0.3718;-228.1;;;;;
"""2024-04-14 13:02:12.084""";47.662221;8.953575;210.26;2.392416;4.770477504;219.84;83.7;9.57;15;0.6587;79;4.012;-0.344;-232.1;;;;;
"""2024-04-14 14:02:32.474""";47.666662;8.967637;217.83;3.460812;6.900859128;219.84;92.86;-7.03;15;0.4138;69;3.939;-0.4038;-230.1;;;;;
"""2024-04-14 11:11:25.073""";47.664326;8.97672;219.5;0.1034494;0.206278104;219.88;-134.08;-17.68;14;1.843;96;4.16;-0.3159;-238.1;;;;;
"""2024-04-14 11:15:14.917""";47.66438;8.976709;219.59;0.06574275;0.131091044;219.88;95.27;-6.49;15;0.7236;95;4.156;-0.3069;-237.1;;;;;
"""2024-04-14 11:22:18.115""";47.664534;8.977633;219.21;0.08103384;0.161581477;219.89;84.8;15.62;15;0.7666;94;4.145;-0.3259;-237.1;;;;;
"""2024-04-14 11:15:35.087""";47.664388;8.976717;220.05;0.09979617;0.198993563;219.94;87.05;6;16;0.9707;95;4.152;-0.3179;-237.1;;;;;
"""2024-04-14 11:14:01.146""";47.664361;8.976747;219.74;0.06966085;0.138903735;220.01;87.48;4.35;14;0.8579;95;4.156;-0.3188;-238.1;;;;;
"""2024-04-14 11:22:58.048""";47.664542;8.977634;220.04;0.03505462;0.069898912;220.04;87.61;16.53;15;0.793;94;4.145;-0.303;-237.1;;;;;
"""2024-04-14 11:13:44.054""";47.664362;8.97673;221.37;0.1111583;0.22164965;220.1;98.5;0.53;13;0.7905;95;4.156;-0.3108;-237.1;;;;;
"""2024-04-14 11:16:55.071""";47.664391;8.976723;220.27;0.02688592;0.053610524;220.12;90.49;11.81;16;0.8389;95;4.152;-0.2998;-237.1;;;;;
"""2024-04-14 11:19:12.054""";47.664418;8.976773;220.16;0.1197927;0.238866644;220.16;88.11;12.02;14;0.9697;95;4.148;-0.3098;-237.1;;;;;
"""2024-04-14 14:16:15.077""";47.664365;8.976699;220.29;0.02826199;0.056354408;220.16;92.04;2.08;16;0.7866;67;3.928;-0.3818;-228.1;;;;;
"""2024-04-14 14:16:04.086""";47.66437;8.976697;220.34;0.02840841;0.05664637;220.17;92.06;2.15;16;0.7856;67;3.928;-0.3679;-228.1;;;;;
"""2024-04-14 11:15:22.097""";47.664385;8.976714;220.8;0.1244798;0.248212721;220.19;87.3;4.23;16;0.9268;95;4.156;-0.3069;-237.1;;;;;
"""2024-04-14 14:11:43.069""";47.664573;8.977636;220.38;0.1925343;0.383913394;220.19;85.97;6.77;16;0.4949;68;3.932;-0.376;-228.1;;;;;
"""2024-04-14 14:17:18.08""";47.664366;8.976691;220.52;0.03625716;0.072296777;220.28;95.16;9.45;16;0.8408;67;3.928;-0.355;-228.1;;;;;
"""2024-04-14 14:16:10.072""";47.664367;8.976698;220.26;0.03891452;0.077595553;220.3;91.98;2.29;16;0.7949;67;3.928;-0.3718;-228.1;;;;;
"""2024-04-14 14:02:55.114""";47.666087;8.966944;224.17;3.11626;6.21382244;220.35;83.63;-7.03;15;0.3948;69;3.939;-0.3718;-230.1;;;;;
"""2024-04-14 14:02:24.528""";47.667818;8.968819;219.4;3.097366;6.176147804;220.37;87.94;-6.22;16;0.4119;69;3.943;-0.3499;-230.1;;;;;
"""2024-04-14 14:02:52.068""";47.666151;8.967023;220.91;3.109803;6.200947182;220.38;88.6;-7.05;14;0.3999;69;3.939;-0.3809;-230.1;;;;;
"""2024-04-14 11:16:34.05""";47.664393;8.976725;220.44;0.03469187;0.069175589;220.39;90.32;11.84;16;0.8618;95;4.152;-0.304;-237.1;;;;;
"""2024-04-14 14:09:55.071""";47.665147;8.978036;231.81;1.93552;3.85942688;220.45;90.32;2.35;16;0.4758;68;3.936;-0.3538;-228.1;;;;;
"""2024-04-14 11:16:35.095""";47.664393;8.976725;220.48;0.03572533;0.071236308;220.48;90.32;11.83;16;0.8599;95;4.152;-0.3059;-237.1;;;;;
"""2024-04-14 14:16:03.053""";47.66437;8.976697;220.32;0.02934988;0.058523661;220.56;92.06;2.34;16;0.7886;67;3.928;-0.3699;-228.1;;;;;
"""2024-04-14 14:09:57.085""";47.665121;8.978002;235.19;1.935452;3.859291288;220.58;91.12;1.36;15;0.4958;68;3.936;-0.3508;-228.1;;;;;
"""2024-04-14 11:16:36.062""";47.664393;8.976725;220.62;0.02470739;0.049266536;220.62;90.33;11.81;16;0.8599;95;4.152;-0.3059;-237.1;;;;;
"""2024-04-14 14:11:44.086""";47.664574;8.977635;220.76;0.1462474;0.291617316;220.62;85.49;2.87;15;0.5049;68;3.932;-0.3718;-228.1;;;;;
"""2024-04-14 14:02:36.066""";47.666535;8.967491;215.99;3.507287;6.993530278;220.65;89.32;-7.02;16;0.4158;69;3.939;-0.3948;-230.1;;;;;
"""2024-04-14 14:12:41.048""";47.664548;8.977644;221.38;0.1951881;0.389205071;220.65;94.1;8.05;16;0.4988;68;3.93;-0.3589;-228.1;;;;;
"""2024-04-14 14:01:05.088""";47.668859;8.969792;209.67;2.697827;5.379467038;220.74;90.02;-0.23;16;0.4399;69;3.943;-0.3779;-230.1;;;;;
"""2024-04-14 11:19:13.098""";47.664418;8.976781;220.68;0.4228313;0.843125612;220.77;87.94;11.83;15;0.9688;95;4.148;-0.3098;-237.1;;;;;
"""2024-04-14 14:16:19.16""";47.664364;8.976699;220.72;0.05898308;0.117612262;220.79;91.91;2.23;16;0.772;67;3.928;-0.375;-228.1;;;;;
"""2024-04-14 11:11:31.179""";47.664319;8.976724;220.79;0.2045202;0.407813279;220.81;-175.84;1.16;14;2.193;96;4.16;-0.314;-238.1;;;;;
"""2024-04-14 11:10:41.088""";47.664351;8.976698;218.95;0.1515854;0.302261288;220.97;-175.69;-9.26;14;1.12;96;4.16;-0.3118;-239.1;;;;;
"""2024-04-14 14:02:29.067""";47.666708;8.967697;220.91;3.508104;6.995159376;220.97;88.77;-7.49;14;0.4138;69;3.941;-0.4009;-230.1;;;;;
"""2024-04-14 14:02:32.554""";47.666637;8.967608;216.15;3.435784;6.850953296;220.99;90.37;-5.86;15;0.4148;69;3.939;-0.408;-230.1;;;;;
"""2024-04-14 11:16:37.09""";47.664392;8.976724;221.15;0.03384063;0.067478216;221;90.42;11.79;16;0.8569;95;4.152;-0.3069;-237.1;;;;;
"""2024-04-14 11:19:08.213""";47.664419;8.976769;220.92;0.03319021;0.066181279;221.04;90.2;10.24;15;0.9907;95;4.148;-0.3108;-237.1;;;;;
"""2024-04-14 14:02:24.634""";47.667058;8.968058;217.32;3.293091;6.566423454;221.06;98.41;-4.3;15;0.4148;69;3.941;-0.3948;-230.1;;;;;
"""2024-04-14 11:22:21.089""";47.664537;8.977633;221.28;0.135329;0.269846026;221.11;85.87;17.53;15;0.7729;94;4.145;-0.325;-237.1;;;;;
"""2024-04-14 11:22:29.131""";47.664538;8.977635;221.03;0.08959891;0.178660227;221.16;93.09;21.25;15;0.7798;94;4.145;-0.3169;-237.1;;;;;
"""2024-04-14 11:23:00.075""";47.664542;8.977634;220.91;0.06911481;0.137814931;221.23;87.31;16.44;15;0.7876;94;4.145;-0.3069;-236.1;;;;;
"""2024-04-14 14:02:38.163""";47.666487;8.96743;221.28;3.560095;7.09882943;221.23;84.17;-5.49;15;0.4099;69;3.939;-0.3938;-230.1;;;;;
"""2024-04-14 14:02:40.051""";47.666441;8.967371;217.84;3.296196;6.572614824;221.23;88.26;-5.95;14;0.408;69;3.939;-0.3918;-229.1;;;;;
"""2024-04-14 11:17:16.139""";47.664403;8.976723;221.1;0.02817449;0.056179933;221.26;90.29;11.89;15;0.7778;95;4.152;-0.3289;-237.1;;;;;
"""2024-04-14 11:16:56.064""";47.664392;8.976723;221.35;0.0179517;0.03579569;221.28;90.48;11.83;15;0.8359;95;4.152;-0.2969;-237.1;;;;;
"""2024-04-14 11:15:21.128""";47.664384;8.976713;221.17;0.09412361;0.187682478;221.34;88.3;3.79;16;0.9155;95;4.156;-0.303;-237.1;;;;;
"""2024-04-14 11:15:53.095""";47.664389;8.976726;221.5;0.03831361;0.076397338;221.43;89.43;12.04;16;0.9937;95;4.152;-0.3159;-237.1;;;;;
"""2024-04-14 14:02:53.087""";47.66613;8.966998;218.58;3.069556;6.120694664;221.47;88.76;-6.7;14;0.3979;69;3.939;-0.376;-230.1;;;;;
"""2024-04-14 14:16:18.067""";47.664364;8.976699;221.41;0.03901921;0.077804305;221.48;91.95;2.18;16;0.7778;67;3.928;-0.377;-228.1;;;;;
"""2024-04-14 11:16:57.095""";47.664392;8.976723;221.66;0.01922221;0.038329087;221.62;90.48;11.82;16;0.8306;95;4.152;-0.2969;-237.1;;;;;
"""2024-04-14 14:16:16.052""";47.664365;8.976699;221.73;0.03215608;0.064119224;221.67;92.01;2.13;16;0.7837;67;3.928;-0.3779;-228.1;;;;;
"""2024-04-14 11:11:29.212""";47.664321;8.976719;221.26;0.09625473;0.191931932;221.69;-144.44;-11.58;14;2.059;96;4.16;-0.313;-238.1;;;;;
"""2024-04-14 11:21:21.118""";47.664532;8.977645;221.25;0.0365373;0.072855376;221.71;92.77;18.27;16;0.7559;94;4.145;-0.3218;-237.1;;;;;
"""2024-04-14 11:22:59.101""";47.664541;8.977633;221.85;0.05076655;0.101228501;221.73;88.39;16.71;15;0.792;94;4.145;-0.3049;-236.1;;;;;
"""2024-04-14 14:12:51.052""";47.664542;8.977647;222.38;0.2242941;0.447242435;221.78;88.28;13.7;16;0.5396;68;3.93;-0.356;-227.1;;;;;
"""2024-04-14 11:22:28.057""";47.664537;8.977635;221.81;0.04706354;0.093844699;221.81;91.1;18.81;15;0.7817;94;4.145;-0.3169;-237.1;;;;;
"""2024-04-14 11:11:19.272""";47.664327;8.976719;221.83;0.08614799;0.171779092;221.82;-150.63;-12.26;13;1.67;96;4.16;-0.3049;-239.1;;;;;
"""2024-04-14 14:12:37.083""";47.664549;8.977644;221.29;0.1338937;0.266984038;221.82;89.57;13.24;16;0.4749;68;3.93;-0.3618;-227.1;;;;;
"""2024-04-14 14:02:24.636""";47.666903;8.96788;212.83;3.525679;7.030203926;221.86;100.55;-4.97;14;0.4048;69;3.941;-0.376;-230.1;;;;;
"""2024-04-14 14:02:41.102""";47.666419;8.967338;222;3.549757;7.078215458;221.88;89.98;-4.85;15;0.408;69;3.939;-0.3899;-230.1;;;;;
"""2024-04-14 14:16:17.048""";47.664365;8.976699;221.92;0.02175461;0.043378692;221.92;91.99;2.18;16;0.7817;67;3.928;-0.3818;-228.1;;;;;
"""2024-04-14 13:02:14.054""";47.662189;8.953534;209.03;2.399608;4.784818352;221.94;95.05;10.7;15;0.6606;79;4.012;-0.3398;-231.1;;;;;
"""2024-04-14 11:11:30.236""";47.664321;8.976722;222;0.249672;0.497845968;222;-172.25;-5;14;2.141;96;4.16;-0.313;-238.1;;;;;
"""2024-04-14 11:11:21.105""";47.664326;8.976719;223.15;0.08882479;0.177116631;222.08;-126.02;-12.45;13;1.805;96;4.16;-0.3098;-238.1;;;;;
"""2024-04-14 14:16:09.068""";47.664367;8.976698;221.85;0.03729203;0.074360308;222.12;91.99;2.25;16;0.793;67;3.928;-0.3679;-228.1;;;;;
"""2024-04-14 11:11:15.093""";47.66433;8.976718;222.21;0.04556018;0.090846999;222.13;-156.92;-14.77;14;1.405;96;4.16;-0.303;-238.1;;;;;
"""2024-04-14 14:16:23.049""";47.664364;8.9767;222.35;0.0360953;0.071974028;222.17;92.06;1.98;16;0.7686;67;3.928;-0.3789;-228.1;;;;;
"""2024-04-14 14:16:56.083""";47.664367;8.976692;221.78;0.0397494;0.079260304;222.18;91.86;2.31;16;0.8408;67;3.928;-0.355;-228.1;;;;;
"""2024-04-14 14:02:24.528""";47.667796;8.968795;215.2;2.889073;5.760811562;222.22;85.61;-4.49;14;0.4119;69;3.943;-0.3538;-230.1;;;;;
"""2024-04-14 11:11:27.1""";47.664325;8.97672;222.7;0.1255981;0.250442611;222.27;-142.78;-20.78;13;1.952;96;4.16;-0.313;-238.1;;;;;
"""2024-04-14 11:15:54.05""";47.66439;8.976726;222.55;0.084048;0.167591712;222.4;88.54;11.76;16;0.9888;95;4.152;-0.3159;-237.1;;;;;
"""2024-04-14 11:17:15.252""";47.664403;8.976723;222.34;0.02649835;0.05283771;222.4;90.34;11.82;16;0.7759;95;4.152;-0.325;-237.1;;;;;
"""2024-04-14 14:17:19.056""";47.664366;8.976692;222.55;0.04876216;0.097231747;222.43;95.02;9.21;16;0.8418;67;3.928;-0.3589;-228.1;;;;;
"""2024-04-14 11:15:14.934""";47.66438;8.976709;221.99;0.05956427;0.118771154;222.45;93.35;-4.99;15;0.7246;95;4.156;-0.304;-237.1;;;;;
"""2024-04-14 14:02:49.054""";47.666219;8.9671;216.92;3.467714;6.914621716;222.45;97.09;-6.15;15;0.408;69;3.939;-0.3779;-230.1;;;;;
"""2024-04-14 11:22:49.087""";47.66454;8.977634;223.46;0.1243316;0.24791721;222.46;86.55;16.92;15;0.7827;94;4.145;-0.304;-236.1;;;;;
"""2024-04-14 14:38:01.119""";47.664408;8.976539;65.83;1.419939;2.831358366;222.52;81.46;0.56;12;0.5786;64;3.902;-0.366;-224.1;;;;;
"""2024-04-14 11:11:16.06""";47.664329;8.976718;222.55;0.05382976;0.107336541;222.55;-158.33;-13.37;14;1.456;96;4.16;-0.304;-238.1;;;;;
"""2024-04-14 14:35:53.083""";47.664344;8.976695;220.96;0.06934403;0.138271996;222.59;9.61;38.22;16;0.4229;64;3.904;-0.3889;-222.1;;;;;
"""2024-04-14 14:02:24.63""";47.667578;8.968502;217.04;3.544605;7.06794237;222.6;97.69;-4.15;14;0.4158;69;3.943;-0.3689;-230.1;;;;;
"""2024-04-14 11:15:52.06""";47.664389;8.976725;222.63;0.04559261;0.090911664;222.62;89.42;12.21;15;1;95;4.152;-0.3179;-237.1;;;;;
"""2024-04-14 11:16:50.085""";47.66439;8.976723;221.71;0.03571823;0.071222151;222.62;90.43;12.02;16;0.8486;95;4.152;-0.3018;-237.1;;;;;
"""2024-04-14 11:10:40.05""";47.66435;8.976697;222.64;0.1198757;0.239032146;222.64;-173.67;-3.97;14;1.104;96;4.16;-0.314;-239.1;;;;;
"""2024-04-14 14:16:05.092""";47.664369;8.976697;222.97;0.04069767;0.081151154;222.67;92.11;1.98;16;0.7856;67;3.928;-0.366;-228.1;;;;;
"""2024-04-14 11:17:14.132""";47.664403;8.976724;222.69;0.0313259;0.062463845;222.68;90.39;11.78;15;0.7778;95;4.152;-0.3208;-237.1;;;;;
"""2024-04-14 14:17:21.152""";47.664364;8.976692;222.68;0.03287632;0.065555382;222.69;94.99;9.18;16;0.8447;67;3.928;-0.3579;-228.1;;;;;
"""2024-04-14 11:16:58.047""";47.664393;8.976723;222.86;0.0230401;0.045941959;222.72;90.5;11.79;16;0.8247;95;4.152;-0.3018;-237.1;;;;;
"""2024-04-14 11:15:51.069""";47.664389;8.976725;222.57;0.04716245;0.094041925;222.81;88.59;10.68;15;1.002;95;4.152;-0.3208;-237.1;;;;;
"""2024-04-14 14:02:24.529""";47.667716;8.968683;222.68;3.069305;6.12019417;222.82;83.64;-4.5;14;0.4089;69;3.943;-0.3589;-230.1;;;;;
"""2024-04-14 14:17:20.09""";47.664365;8.976692;222.83;0.04458657;0.088905621;222.82;94.98;9.18;16;0.8428;67;3.928;-0.3579;-228.1;;;;;
"""2024-04-14 14:39:51.077""";47.664397;8.975695;222.6;0.05478267;0.109236644;222.93;89.21;-19.87;14;0.6426;63;3.9;-0.375;-225.1;;;;;
"""2024-04-14 11:17:13.247""";47.664402;8.976724;223.03;0.0234923;0.046843646;223.03;90.39;11.79;15;0.7798;95;4.152;-0.314;-237.1;;;;;
"""2024-04-14 11:11:14.058""";47.66433;8.976718;222.99;0.06290347;0.125429519;223.06;-157.11;-14.36;14;1.36;96;4.16;-0.3018;-238.1;;;;;
"""2024-04-14 11:14:13.248""";47.664364;8.976756;222.85;0.0465657;0.092852006;223.06;85.89;4.22;15;0.856;95;4.156;-0.344;-237.1;;;;;
"""2024-04-14 11:13:26.049""";47.664374;8.976723;222.74;0.1000467;0.19949312;223.07;88.06;5.36;14;0.8408;95;4.156;-0.3088;-237.1;;;;;
"""2024-04-14 13:41:53.076""";47.668382;8.965285;217.65;1.43437;2.86013378;223.12;87.38;3.29;16;0.5947;72;3.965;-0.3418;-232.1;;;;;
"""2024-04-14 11:22:10.088""";47.664532;8.977633;223.7;0.07927931;0.158082944;223.21;87.15;16.49;15;0.7749;94;4.145;-0.3198;-237.1;;;;;
"""2024-04-14 11:14:52.936""";47.664371;8.976724;223.26;0.04899209;0.097690227;223.26;91.64;1.7;16;0.75;95;4.156;-0.3188;-237.1;;;;;
"""2024-04-14 11:11:18.138""";47.664326;8.97672;223.19;0.12548;0.25020712;223.29;-156.91;-13.5;13;1.601;96;4.16;-0.3059;-238.1;;;;;
"""2024-04-14 11:16:23.106""";47.664393;8.976725;222.84;0.02929449;0.058413213;223.3;90.26;11.96;16;0.9009;95;4.152;-0.3108;-237.1;;;;;
"""2024-04-14 14:02:47.081""";47.666266;8.967161;223.56;3.592794;7.164031236;223.3;86.38;-7.97;15;0.408;69;3.939;-0.3828;-230.1;;;;;
"""2024-04-14 11:15:20.088""";47.664383;8.976713;222.18;0.06323275;0.126086104;223.31;85.76;2.29;15;0.918;95;4.156;-0.303;-237.1;;;;;
"""2024-04-14 11:06:58.058""";47.66434;8.976698;226.07;0.275012;0.548373928;223.36;-162.76;10.43;14;0.9248;96;4.168;-0.3049;-240.1;;;;;
"""2024-04-14 14:02:24.529""";47.667755;8.96874;220.07;3.078794;6.139115236;223.39;83.51;-4.67;14;0.4089;69;3.943;-0.3569;-230.1;;;;;
"""2024-04-14 14:12:52.083""";47.664541;8.977645;223.51;0.2313985;0.461408609;223.39;88.08;13.54;16;0.5449;68;3.93;-0.356;-228.1;;;;;
"""2024-04-14 11:15:23.127""";47.664385;8.976713;223.15;0.1064461;0.212253523;223.48;87.63;2.97;16;0.9287;95;4.156;-0.3069;-237.1;;;;;
"""2024-04-14 11:16:38.054""";47.664392;8.976724;223.48;0.02229428;0.044454794;223.48;90.54;11.77;16;0.855;95;4.152;-0.3079;-237.1;;;;;
"""2024-04-14 11:15:48.092""";47.664388;8.976724;223.44;0.04363516;0.087008509;223.57;88.65;10.51;14;0.9785;95;4.152;-0.3198;-237.1;;;;;
"""2024-04-14 14:02:42.073""";47.666396;8.967311;220.57;3.350921;6.681736474;223.58;92.99;-6.26;14;0.4089;69;3.939;-0.387;-230.1;;;;;
"""2024-04-14 11:14:12.174""";47.664361;8.976756;224.14;0.06568407;0.130974036;223.6;87.18;3.55;13;0.8647;95;4.156;-0.344;-238.1;;;;;
"""2024-04-14 14:17:09.108""";47.664365;8.976691;223.7;0.0562028;0.112068383;223.6;85.41;0.89;16;0.8296;67;3.928;-0.355;-228.1;;;;;
"""2024-04-14 11:06:34.056""";47.664344;8.976685;217.54;0.1014193;0.202230084;223.62;-174.45;-10.84;15;0.7905;96;4.168;-0.303;-240.1;;;;;
"""2024-04-14 14:09:52.07""";47.665186;8.978084;235.92;1.799397;3.587997618;223.62;85.67;2.14;15;0.4668;68;3.936;-0.3469;-228.1;;;;;
