servertime;latitude;longitude;"""HDT - Heading True""";SOG in m/s;SOG in Knoten;"""COG - Course over Ground""";Heel;"""Trim Fore / Aft""";"""GPS Satellites""";"""GPS HAcc""";"""Battery Charge""";"""Battery 1 Voltage""";"""Battery 1 Current""";"""Battery 1 Temperature""";;;;;
"""2024-04-14 11:02:14.102""";47.664349;8.976683;55.79;0.01281009;0.025543319;55.79;-20.6;9.07;16;0.563;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:00:58.055""";47.664351;8.976681;55.83;0.01934598;0.038575884;55.8;-20.62;9.64;16;0.9209;97;4.176;-0.3298;-240.1;;;;;
"""2024-04-14 11:01:19.123""";47.664351;8.976674;55.8;0.01279706;0.025517338;55.81;-20.63;9.45;16;0.6929;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:01:25.096""";47.664351;8.976672;55.8;0.01032003;0.02057814;55.81;-20.64;9.38;16;0.6626;97;4.176;-0.3179;-240.1;;;;;
"""2024-04-14 11:01:24.049""";47.664351;8.976672;55.87;0.02013673;0.04015264;55.85;-20.62;9.39;16;0.668;97;4.176;-0.3179;-240.1;;;;;
"""2024-04-14 11:01:47.091""";47.664348;8.976675;55.87;0.01425495;0.02842437;55.86;-20.6;9.24;16;0.585;97;4.176;-0.3049;-240.1;;;;;
"""2024-04-14 11:02:13.096""";47.664349;8.976683;55.86;0.01500954;0.029929023;55.86;-20.57;9.1;16;0.563;97;4.176;-0.3149;-240.1;;;;;
"""2024-04-14 11:01:22.062""";47.664351;8.976673;55.86;0.01328925;0.026498765;55.88;-20.64;9.38;16;0.6758;97;4.176;-0.3079;-240.1;;;;;
"""2024-04-14 11:02:05.096""";47.664349;8.976682;55.92;0.01538562;0.030678926;55.89;-20.6;9.12;15;0.563;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:02:03.13""";47.664348;8.976682;55.9;0.02341229;0.046684106;55.9;-20.61;9.13;16;0.5615;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:01:39.11""";47.66435;8.976673;55.91;0.01270921;0.025342165;55.91;-20.62;9.31;16;0.6128;97;4.176;-0.3059;-240.1;;;;;
"""2024-04-14 11:01:41.093""";47.66435;8.976673;55.92;0.01656948;0.033039543;55.91;-20.64;9.27;16;0.6079;97;4.176;-0.3069;-240.1;;;;;
"""2024-04-14 11:01:59.191""";47.664348;8.976681;55.92;0.01859721;0.037082837;55.91;-20.63;9.16;15;0.5615;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:01:00.128""";47.664351;8.976681;55.9;0.02268804;0.045239952;55.92;-20.6;9.6;16;0.9058;97;4.176;-0.3269;-240.1;;;;;
"""2024-04-14 11:02:12.116""";47.664349;8.976683;55.89;0.0129319;0.025786209;55.93;-20.59;9.12;16;0.564;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:01:21.1""";47.664351;8.976673;55.94;0.01053745;0.021011675;55.94;-20.65;9.42;16;0.6816;97;4.176;-0.3079;-240.1;;;;;
"""2024-04-14 11:01:26.055""";47.664351;8.976672;55.96;0.01241934;0.024764164;55.94;-20.65;9.37;16;0.6587;97;4.176;-0.3208;-240.1;;;;;
"""2024-04-14 11:01:40.06""";47.66435;8.976673;55.94;0.02055418;0.040985035;55.94;-20.64;9.29;16;0.6108;97;4.176;-0.3059;-240.1;;;;;
"""2024-04-14 11:02:00.099""";47.664348;8.976681;55.96;0.01953464;0.038952072;55.94;-20.6;9.17;15;0.5615;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:15.118""";47.664349;8.976683;55.96;0.02069421;0.041264255;55.96;-20.6;9.1;16;0.563;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:01:32.057""";47.664351;8.976672;55.97;0.0142139;0.028342517;55.97;-20.64;9.33;16;0.6348;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:01:51.253""";47.664348;8.976677;55.99;0.01503861;0.029986988;55.97;-20.59;9.22;15;0.5708;97;4.176;-0.3049;-240.1;;;;;
"""2024-04-14 11:01:53.246""";47.664348;8.976678;56;0.0114237;0.022778858;55.97;-20.58;9.21;15;0.5688;97;4.176;-0.3098;-240.1;;;;;
"""2024-04-14 11:01:38.063""";47.66435;8.976673;55.96;0.0152071;0.030322957;55.99;-20.6;9.31;16;0.6157;97;4.176;-0.3069;-240.1;;;;;
"""2024-04-14 11:01:46.051""";47.664349;8.976675;55.97;0.007910062;0.015772664;55.99;-20.62;9.26;16;0.5889;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:01:48.051""";47.664348;8.976676;56;0.02464505;0.04914223;55.99;-20.63;9.23;16;0.5806;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:01:35.087""";47.664351;8.976672;56;0.01790276;0.035698103;56.01;-20.63;9.33;16;0.625;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:01:42.057""";47.66435;8.976673;56.03;0.01168297;0.023295842;56.01;-20.63;9.29;16;0.605;97;4.176;-0.3049;-240.1;;;;;
"""2024-04-14 11:01:52.206""";47.664348;8.976678;55.99;0.01605373;0.032011138;56.01;-20.59;9.22;15;0.5698;97;4.176;-0.3059;-240.1;;;;;
"""2024-04-14 11:02:02.086""";47.664348;8.976681;55.99;0.01637447;0.032650693;56.01;-20.6;9.14;16;0.5615;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:01:50.057""";47.664348;8.976677;56.01;0.02064933;0.041174764;56.03;-20.61;9.21;16;0.5747;97;4.176;-0.3049;-240.1;;;;;
"""2024-04-14 11:01:57.169""";47.664348;8.97668;56.02;0.01333021;0.026580439;56.03;-20.64;9.21;16;0.564;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:02:11.187""";47.664349;8.976683;56.03;0.01551572;0.030938346;56.03;-20.59;9.13;16;0.564;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:01:33.092""";47.664351;8.976672;56.04;0.01649489;0.032890811;56.04;-20.6;9.32;16;0.6318;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:02:01.173""";47.664348;8.976681;56.06;0.02053634;0.040949462;56.04;-20.6;9.15;16;0.5615;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 13:09:16.781""";47.658076;8.950748;34.23;4.038253;8.052276482;56.05;100.82;18.73;16;0.3218;78;4.008;-0.293;-232.1;;;;;
"""2024-04-14 11:01:36.137""";47.664351;8.976673;56.06;0.01631652;0.032535141;56.06;-20.61;9.34;16;0.6206;97;4.176;-0.3098;-240.1;;;;;
"""2024-04-14 11:01:55.174""";47.664348;8.976679;56.05;0.01204533;0.024018388;56.06;-20.6;9.23;16;0.5659;97;4.176;-0.3159;-240.1;;;;;
"""2024-04-14 11:01:56.086""";47.664348;8.97668;56.09;0.01734476;0.034585451;56.06;-20.61;9.2;15;0.5649;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:11.182""";47.664349;8.976683;56.05;0.01109783;0.022129073;56.06;-20.6;9.13;15;0.564;97;4.176;-0.3149;-240.1;;;;;
"""2024-04-14 11:02:22.062""";47.66435;8.976683;56.06;0.01777177;0.035436909;56.06;-20.6;9.09;16;0.5615;97;4.176;-0.3169;-240.1;;;;;
"""2024-04-14 11:02:36.054""";47.66435;8.97668;56.08;0.02041863;0.040714748;56.06;-20.55;9.01;16;0.5669;97;4.176;-0.3149;-240.1;;;;;
"""2024-04-14 11:01:44.049""";47.66435;8.976673;56.08;0.01714234;0.034181826;56.08;-20.63;9.27;16;0.5986;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:01:37.091""";47.66435;8.976673;56.09;0.01538103;0.030669774;56.09;-20.62;9.33;16;0.6187;97;4.176;-0.3079;-240.1;;;;;
"""2024-04-14 11:01:45.086""";47.664349;8.976674;56.1;0.01590316;0.031710901;56.1;-20.63;9.26;16;0.5928;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:02:06.091""";47.664349;8.976682;56.11;0.01779462;0.035482472;56.1;-20.59;9.15;16;0.563;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:23.253""";47.66435;8.976683;56.12;0.01965487;0.039191811;56.1;-20.58;9.09;16;0.5615;97;4.176;-0.3169;-240.1;;;;;
"""2024-04-14 11:01:43.085""";47.66435;8.976673;56.12;0.01828083;0.036451975;56.11;-20.61;9.31;16;0.6016;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:02:09.201""";47.664349;8.976683;56.11;0.01542045;0.030748377;56.11;-20.58;9.14;15;0.564;97;4.176;-0.3149;-240.1;;;;;
"""2024-04-14 11:01:34.067""";47.664351;8.976672;56.13;0.01281687;0.025556839;56.12;-20.6;9.33;16;0.6279;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:01:49.158""";47.664348;8.976676;56.12;0.01658458;0.033069653;56.12;-20.63;9.23;16;0.5776;97;4.176;-0.3049;-240.1;;;;;
"""2024-04-14 11:02:16.217""";47.66435;8.976683;56.19;0.01636429;0.032630394;56.16;-20.6;9.09;16;0.563;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:19.16""";47.66435;8.976683;56.16;0.02202838;0.04392459;56.16;-20.59;9.1;16;0.563;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:20:16.066""";47.664373;8.977521;220.12;0.9539105;1.902097537;56.16;90.6;17.61;15;1.446;94;4.148;-0.3049;-237.1;;;;;
"""2024-04-14 11:01:54.103""";47.664348;8.976679;56.17;0.01696449;0.033827193;56.17;-20.59;9.23;15;0.5688;97;4.176;-0.3149;-240.1;;;;;
"""2024-04-14 11:02:07.088""";47.664349;8.976682;56.19;0.01954882;0.038980347;56.17;-20.59;9.14;16;0.563;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:21.265""";47.66435;8.976683;56.16;0.01440566;0.028724886;56.17;-20.61;9.1;16;0.5615;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:02:08.104""";47.664349;8.976683;56.19;0.01503868;0.029987128;56.19;-20.59;9.14;15;0.564;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:02:20.21""";47.66435;8.976683;56.2;0.01902481;0.037935471;56.2;-20.6;9.09;16;0.5615;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:02:33.095""";47.66435;8.976681;56.19;0.01519877;0.030306347;56.21;-20.56;9.01;16;0.5669;97;4.176;-0.3088;-240.1;;;;;
"""2024-04-14 11:02:37.108""";47.66435;8.97668;56.24;0.01972153;0.039324731;56.21;-20.55;9;16;0.5669;97;4.176;-0.3198;-240.1;;;;;
"""2024-04-14 11:02:18.096""";47.66435;8.976683;56.22;0.01285463;0.025632132;56.25;-20.61;9.1;16;0.563;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:34.051""";47.66435;8.976681;56.26;0.01823992;0.0363704;56.25;-20.55;9.01;15;0.5669;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:12:31.089""";47.664367;8.976743;62.33;0.05270451;0.105092793;56.25;123.86;16.49;14;0.813;96;4.16;-0.3218;-238.1;;;;;
"""2024-04-14 11:02:28.161""";47.66435;8.976682;56.26;0.02065271;0.041181504;56.26;-20.57;9.05;16;0.564;97;4.176;-0.314;-240.1;;;;;
"""2024-04-14 11:02:35.108""";47.66435;8.976681;56.27;0.02386934;0.047595464;56.28;-20.55;9.01;16;0.5679;97;4.176;-0.3059;-240.1;;;;;
"""2024-04-14 13:37:44.068""";47.665409;8.96985;26.94;3.662625;7.30327425;56.28;93.8;18.24;15;0.3879;73;3.969;-0.4048;-232.1;;;;;
"""2024-04-14 11:02:24.113""";47.66435;8.976683;56.31;0.01538039;0.030668498;56.31;-20.58;9.09;16;0.5615;97;4.176;-0.3188;-240.1;;;;;
"""2024-04-14 11:02:32.052""";47.664351;8.976681;56.37;0.01504098;0.029991714;56.38;-20.56;9.02;16;0.5669;97;4.176;-0.3098;-240.1;;;;;
"""2024-04-14 12:07:34.794""";47.662558;8.960404;41.51;3.657458;7.292971252;56.38;106.2;29.85;16;0.4248;90;4.105;-0.3428;-236.1;;;;;
"""2024-04-14 11:03:08.052""";47.66435;8.976677;56.42;0.01796503;0.03582227;56.42;-20.39;8.94;16;0.5747;97;4.176;-0.3049;-240.1;;;;;
"""2024-04-14 11:02:25.181""";47.66435;8.976683;56.43;0.01800297;0.035897922;56.43;-20.61;9.1;16;0.563;97;4.176;-0.3188;-240.1;;;;;
"""2024-04-14 11:02:27.176""";47.66435;8.976682;56.41;0.01913542;0.038156027;56.43;-20.57;9.07;15;0.564;97;4.176;-0.3169;-240.1;;;;;
"""2024-04-14 11:02:50.049""";47.66435;8.976679;56.41;0.01802897;0.035949766;56.43;-20.41;8.92;16;0.5537;97;4.176;-0.293;-240.1;;;;;
"""2024-04-14 11:02:29.101""";47.664351;8.976682;56.46;0.01607743;0.032058395;56.44;-20.57;9.06;16;0.5649;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:02:49.104""";47.66435;8.976679;56.46;0.01263812;0.025200411;56.44;-20.41;8.95;16;0.5537;97;4.176;-0.2898;-240.1;;;;;
"""2024-04-14 11:02:51.091""";47.66435;8.976679;56.45;0.01491168;0.02973389;56.44;-20.4;8.94;16;0.5537;97;4.176;-0.2959;-240.1;;;;;
"""2024-04-14 13:18:16.138""";47.666616;8.966498;30.7;4.369053;8.711891682;56.44;80.93;9.44;16;0.4158;76;3.994;-0.356;-230.1;;;;;
"""2024-04-14 11:02:17.238""";47.66435;8.976683;56.47;0.01293745;0.025797275;56.45;-20.6;9.1;16;0.563;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:02:26.083""";47.66435;8.976682;56.47;0.01633528;0.032572548;56.47;-20.58;9.07;15;0.564;97;4.176;-0.3179;-240.1;;;;;
"""2024-04-14 11:03:03.099""";47.66435;8.976677;56.45;0.0233103;0.046480738;56.47;-20.39;8.94;16;0.5698;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:03:11.129""";47.664351;8.976677;56.47;0.01131612;0.022564343;56.47;-20.37;8.91;16;0.5776;97;4.176;-0.3018;-240.1;;;;;
"""2024-04-14 11:02:52.058""";47.66435;8.976678;56.49;0.01452713;0.028967097;56.48;-20.39;8.95;16;0.5537;97;4.176;-0.2939;-240.1;;;;;
"""2024-04-14 11:02:57.1""";47.664351;8.976678;56.49;0.01234159;0.02460913;56.48;-20.39;8.95;15;0.5615;97;4.176;-0.2988;-240.1;;;;;
"""2024-04-14 11:03:00.054""";47.66435;8.976678;56.48;0.02501515;0.049880209;56.49;-20.38;8.95;16;0.5669;97;4.176;-0.3008;-240.1;;;;;
"""2024-04-14 11:03:16.084""";47.66435;8.976675;56.48;0.02787704;0.055586818;56.5;-20.38;8.91;16;0.5815;97;4.176;-0.2969;-240.1;;;;;
"""2024-04-14 13:50:14.536""";47.663498;8.95692;15.47;2.736681;5.456941914;56.5;81.48;3.02;15;0.6348;71;3.961;-0.2869;-233.1;;;;;
"""2024-04-14 11:02:31.087""";47.66435;8.976682;56.49;0.01763452;0.035163233;56.52;-20.55;9.05;15;0.5659;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:02:47.353""";47.66435;8.97668;56.52;0.01189418;0.023716995;56.52;-20.52;9.02;16;0.5649;97;4.176;-0.3169;-240.1;;;;;
"""2024-04-14 11:02:48.069""";47.66435;8.976679;56.49;0.01036504;0.02066789;56.52;-20.42;8.95;16;0.5527;97;4.176;-0.2869;-240.1;;;;;
"""2024-04-14 11:03:19.127""";47.66435;8.976674;56.5;0.01273806;0.025399692;56.52;-20.4;8.92;16;0.5776;97;4.176;-0.2959;-240.1;;;;;
"""2024-04-14 11:03:20.098""";47.66435;8.976674;56.52;0.01484462;0.029600172;56.52;-20.38;8.93;16;0.5776;97;4.176;-0.2949;-240.1;;;;;
"""2024-04-14 11:02:53.1""";47.664351;8.976678;56.54;0.02018129;0.040241492;56.53;-20.37;8.94;16;0.5547;97;4.176;-0.2939;-240.1;;;;;
"""2024-04-14 11:03:12.057""";47.664351;8.976676;56.53;0.01726318;0.034422781;56.53;-20.37;8.92;16;0.5786;97;4.176;-0.3018;-240.1;;;;;
"""2024-04-14 11:03:17.126""";47.66435;8.976675;56.54;0.01282495;0.02557295;56.53;-20.37;8.93;16;0.5806;97;4.176;-0.2988;-240.1;;;;;
"""2024-04-14 11:03:22.078""";47.664351;8.976673;56.54;0.01923836;0.03836129;56.54;-20.4;8.91;16;0.5747;97;4.176;-0.2969;-240.1;;;;;
"""2024-04-14 11:03:06.053""";47.664351;8.976677;56.56;0.01451203;0.028936988;56.55;-20.39;8.95;16;0.5718;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:03:09.127""";47.66435;8.976677;56.56;0.01847208;0.036833328;56.55;-20.4;8.93;16;0.5757;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:03:10.084""";47.664351;8.976677;56.55;0.01419143;0.028297711;56.55;-20.39;8.93;16;0.5757;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:03:21.118""";47.664351;8.976673;56.59;0.01768249;0.035258885;56.57;-20.39;8.9;16;0.5767;97;4.176;-0.2959;-240.1;;;;;
"""2024-04-14 13:20:40.497""";47.668482;8.971355;10.79;2.345506;4.676938964;56.57;92.53;16.02;16;0.4028;76;3.992;-0.3479;-230.1;;;;;
"""2024-04-14 11:03:13.131""";47.664351;8.976676;56.6;0.01878363;0.037454558;56.58;-20.37;8.89;16;0.5796;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:02:47.349""";47.66435;8.97668;56.59;0.01449537;0.028903768;56.59;-20.53;9;16;0.5659;97;4.176;-0.3179;-240.1;;;;;
"""2024-04-14 11:02:47.386""";47.66435;8.976679;56.6;0.009615737;0.01917378;56.59;-20.52;8.97;16;0.5605;97;4.176;-0.3098;-240.1;;;;;
"""2024-04-14 11:03:04.053""";47.66435;8.976677;56.61;0.01225406;0.024434596;56.59;-20.39;8.91;16;0.5708;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:02:47.411""";47.66435;8.976679;56.6;0.01588923;0.031683125;56.6;-20.51;8.95;16;0.5557;97;4.176;-0.2979;-240.1;;;;;
"""2024-04-14 11:02:55.099""";47.664351;8.976678;56.63;0.0225394;0.044943564;56.61;-20.38;8.94;16;0.5576;97;4.176;-0.2959;-240.1;;;;;
"""2024-04-14 11:02:56.056""";47.664351;8.976678;56.59;0.01835213;0.036594147;56.61;-20.38;8.95;15;0.5596;97;4.176;-0.2998;-240.1;;;;;
"""2024-04-14 11:02:58.056""";47.66435;8.976678;56.6;0.01937459;0.038632932;56.61;-20.38;8.95;16;0.564;97;4.176;-0.2998;-240.1;;;;;
"""2024-04-14 11:03:01.103""";47.66435;8.976678;56.65;0.01584573;0.031596386;56.61;-20.39;8.95;16;0.5669;97;4.176;-0.3008;-240.1;;;;;
"""2024-04-14 11:02:47.414""";47.66435;8.976679;56.64;0.01341948;0.026758443;56.63;-20.48;8.94;16;0.5537;97;4.176;-0.2949;-240.1;;;;;
"""2024-04-14 11:03:05.074""";47.66435;8.976677;56.61;0.01435291;0.028619703;56.63;-20.39;8.93;16;0.5718;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:03:07.182""";47.66435;8.976677;56.61;0.01779007;0.0354734;56.64;-20.39;8.95;16;0.5737;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:04:05.135""";47.664353;8.976668;56.66;0.01621045;0.032323637;56.64;-20.31;8.81;15;0.4929;97;4.172;-0.2998;-240.1;;;;;
"""2024-04-14 11:02:59.074""";47.66435;8.976678;56.65;0.01657402;0.033048596;56.65;-20.39;8.94;16;0.5659;97;4.176;-0.3008;-240.1;;;;;
"""2024-04-14 11:03:18.079""";47.66435;8.976674;56.64;0.0158789;0.031662527;56.65;-20.38;8.93;16;0.5796;97;4.176;-0.2959;-240.1;;;;;
"""2024-04-14 11:03:32.077""";47.66435;8.976672;56.65;0.01410382;0.028123017;56.65;-20.35;8.91;15;0.5615;97;4.176;-0.3018;-240.1;;;;;
"""2024-04-14 11:03:58.078""";47.664353;8.97667;56.65;0.01414487;0.028204871;56.65;-20.33;8.84;15;0.5527;97;4.172;-0.304;-240.1;;;;;
"""2024-04-14 11:02:54.056""";47.664351;8.976678;56.66;0.02223456;0.044335713;56.66;-20.37;8.93;16;0.5557;97;4.176;-0.2949;-240.1;;;;;
"""2024-04-14 11:03:37.099""";47.66435;8.976672;56.65;0.01703739;0.033972556;56.66;-20.34;8.87;15;0.5586;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:02:47.386""";47.66435;8.97668;56.66;0.01000011;0.019940219;56.67;-20.51;9.02;16;0.563;97;4.176;-0.3149;-240.1;;;;;
"""2024-04-14 11:03:15.098""";47.66435;8.976675;56.67;0.01745579;0.034806845;56.67;-20.38;8.91;16;0.5815;97;4.176;-0.2988;-240.1;;;;;
"""2024-04-14 11:02:30.053""";47.664351;8.976682;56.7;0.01529267;0.030493584;56.68;-20.57;9.05;16;0.5649;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:02:47.391""";47.66435;8.976679;56.68;0.01674028;0.033380118;56.68;-20.56;8.95;16;0.5566;97;4.176;-0.3008;-240.1;;;;;
"""2024-04-14 11:02:47.386""";47.66435;8.976679;56.71;0.01569469;0.031295212;56.7;-20.53;8.94;16;0.5576;97;4.176;-0.3059;-240.1;;;;;
"""2024-04-14 11:03:48.089""";47.664354;8.976671;56.71;0.02019571;0.040270246;56.7;-20.35;8.84;15;0.5547;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:03:23.116""";47.664351;8.976673;56.74;0.01928418;0.038452655;56.71;-20.4;8.89;16;0.5728;97;4.176;-0.2988;-240.1;;;;;
"""2024-04-14 11:03:31.091""";47.66435;8.976672;56.71;0.02574226;0.051330066;56.71;-20.35;8.9;15;0.5615;97;4.176;-0.303;-240.1;;;;;
"""2024-04-14 11:02:47.439""";47.66435;8.976679;56.72;0.01438994;0.02869354;56.72;-20.45;8.93;16;0.5518;97;4.176;-0.2898;-240.1;;;;;
"""2024-04-14 11:03:59.118""";47.664353;8.97667;56.74;0.02255957;0.044983783;56.72;-20.3;8.82;16;0.5527;97;4.172;-0.3008;-240.1;;;;;
"""2024-04-14 11:03:14.079""";47.664351;8.976675;56.74;0.01618077;0.032264455;56.74;-20.38;8.92;16;0.5806;97;4.176;-0.3018;-240.1;;;;;
"""2024-04-14 11:03:46.119""";47.664353;8.976672;56.74;0.01835037;0.036590638;56.74;-20.33;8.83;15;0.5566;97;4.172;-0.314;-240.1;;;;;
"""2024-04-14 11:04:04.097""";47.664353;8.976665;56.72;0.01704932;0.033996344;56.75;-20.31;8.83;15;0.5107;97;4.172;-0.2969;-240.1;;;;;
"""2024-04-14 11:03:47.049""";47.664354;8.976672;56.76;0.01752176;0.034938389;56.76;-20.34;8.83;15;0.5557;97;4.176;-0.3108;-240.1;;;;;
"""2024-04-14 11:03:57.116""";47.664353;8.976671;56.74;0.01510856;0.030126469;56.76;-20.34;8.84;15;0.5537;97;4.172;-0.304;-240.1;;;;;
"""2024-04-14 11:02:47.438""";47.66435;8.976679;56.77;0.01583153;0.031568071;56.77;-20.46;8.95;16;0.5527;97;4.176;-0.292;-240.1;;;;;
"""2024-04-14 11:03:26.079""";47.66435;8.976673;56.79;0.01601038;0.031924698;56.77;-20.38;8.91;16;0.5688;97;4.176;-0.2988;-240.1;;;;;
"""2024-04-14 11:03:54.078""";47.664353;8.976671;56.78;0.01641716;0.032735817;56.78;-20.33;8.84;15;0.5527;97;4.172;-0.3079;-240.1;;;;;
"""2024-04-14 11:03:33.119""";47.66435;8.976672;56.82;0.01994859;0.039777488;56.79;-20.34;8.89;16;0.5615;97;4.176;-0.3018;-240.1;;;;;
"""2024-04-14 11:03:36.09""";47.66435;8.976672;56.78;0.01782722;0.035547477;56.79;-20.35;8.88;15;0.5596;97;4.176;-0.304;-240.1;;;;;
"""2024-04-14 11:03:45.121""";47.664353;8.976672;56.78;0.01895617;0.037798603;56.79;-20.33;8.83;15;0.5566;97;4.176;-0.3118;-240.1;;;;;
"""2024-04-14 11:03:50.083""";47.664354;8.976671;56.8;0.02050663;0.04089022;56.8;-20.34;8.86;15;0.5547;97;4.172;-0.3118;-240.1;;;;;
"""2024-04-14 11:03:02.055""";47.66435;8.976678;56.8;0.02049426;0.040865554;56.81;-20.37;8.94;16;0.5688;97;4.176;-0.3018;-240.1;;;;;
"""2024-04-14 11:03:25.129""";47.664351;8.976673;56.82;0.01775222;0.035397927;56.82;-20.38;8.88;16;0.5698;97;4.176;-0.3008;-240.1;;;;;
"""2024-04-14 11:03:55.13""";47.664353;8.976671;56.84;0.01408871;0.028092888;56.82;-20.33;8.86;15;0.5527;97;4.172;-0.3059;-240.1;;;;;
"""2024-04-14 11:04:00.098""";47.664353;8.976668;56.82;0.01627554;0.032453427;56.82;-20.31;8.84;15;0.5488;97;4.172;-0.2998;-240.1;;;;;
"""2024-04-14 11:03:38.093""";47.66435;8.976672;56.83;0.0180042;0.035900375;56.83;-20.35;8.87;15;0.5586;97;4.176;-0.3079;-240.1;;;;;
"""2024-04-14 11:04:06.089""";47.664352;8.976669;56.86;0.01829416;0.036478555;56.83;-20.31;8.82;15;0.4558;97;4.172;-0.2988;-240.1;;;;;
"""2024-04-14 11:04:01.12""";47.664353;8.976667;56.86;0.01842701;0.036743458;56.84;-20.33;8.86;15;0.5405;97;4.172;-0.3018;-240.1;;;;;
"""2024-04-14 11:03:53.123""";47.664353;8.976671;56.83;0.01551723;0.030941357;56.86;-20.33;8.87;15;0.5537;97;4.172;-0.3098;-240.1;;;;;
"""2024-04-14 13:18:23.056""";47.666167;8.968343;46.96;4.556639;9.085938166;56.86;100.91;22.68;16;0.3418;76;3.992;-0.3999;-230.1;;;;;
"""2024-04-14 11:03:44.078""";47.664352;8.976672;56.87;0.02338052;0.046620757;56.88;-20.33;8.84;15;0.5576;97;4.176;-0.313;-240.1;;;;;
"""2024-04-14 11:03:49.049""";47.664354;8.976671;56.89;0.01719367;0.034284178;56.88;-20.35;8.86;15;0.5547;97;4.172;-0.3108;-240.1;;;;;
"""2024-04-14 11:03:51.14""";47.664354;8.976671;56.91;0.01703443;0.033966653;56.88;-20.34;8.87;15;0.5547;97;4.172;-0.3108;-240.1;;;;;
"""2024-04-14 11:04:03.096""";47.664353;8.976667;56.88;0.02274042;0.045344397;56.9;-20.34;8.87;15;0.5298;97;4.172;-0.2988;-240.1;;;;;
"""2024-04-14 11:03:24.089""";47.664351;8.976673;56.91;0.0217086;0.043286948;56.91;-20.38;8.9;16;0.5708;97;4.176;-0.2988;-240.1;;;;;
"""2024-04-14 11:04:14.076""";47.664357;8.976666;56.93;0.01852782;0.036944473;56.93;-20.35;8.83;15;0.3328;97;4.172;-0.3149;-240.1;;;;;
"""2024-04-14 11:04:15.132""";47.664359;8.976665;56.94;0.01600542;0.031914807;56.94;-20.34;8.83;15;0.325;97;4.172;-0.3169;-240.1;;;;;
"""2024-04-14 11:03:56.078""";47.664353;8.976671;56.94;0.01521042;0.030329577;56.95;-20.33;8.84;15;0.5527;97;4.172;-0.3049;-240.1;;;;;
"""2024-04-14 11:04:02.078""";47.664353;8.976667;56.97;0.01338522;0.026690129;56.95;-20.33;8.86;16;0.5366;97;4.172;-0.2988;-240.1;;;;;
"""2024-04-14 11:03:30.087""";47.66435;8.976672;56.93;0.02060551;0.041087387;56.97;-20.35;8.9;16;0.564;97;4.176;-0.2998;-240.1;;;;;
"""2024-04-14 11:04:07.122""";47.664352;8.976669;56.97;0.01248658;0.024898241;56.97;-20.31;8.83;15;0.4329;97;4.172;-0.2998;-240.1;;;;;
